round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_val_macro_precision,std_val_macro_precision,mean_val_macro_recall,std_val_macro_recall,mean_val_macro_f1,std_val_macro_f1,mean_global_test_macro_precision,std_global_test_macro_precision,mean_global_test_macro_recall,std_global_test_macro_recall,mean_global_test_macro_f1,std_global_test_macro_f1,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
1,0.015778,0.010523,0.004284,0.024937,4.130048,3,0.021357,0.011205,0.000573,0.000444,0.015167,0.001599,0.001026,0.00076,0.000597,0.000172,0.014423,0.002043,0.001117,0.000329,176.123,53.1445,0.316
2,0.315875,0.435166,0.054966,0.818235,2.763216,3,0.201097,0.259485,0.229181,0.394349,0.203661,0.315407,0.194616,0.332228,0.19314,0.31828,0.168753,0.254969,0.143016,0.243208,122.0401,48.2582,0.2291
3,0.290597,0.462524,0.008779,0.824396,2.973131,3,0.2282,0.322933,0.241576,0.417759,0.204228,0.325796,0.195378,0.337124,0.207595,0.357525,0.181531,0.286474,0.159462,0.273931,122.512,44.3074,0.1373
4,0.50179,0.433245,0.010041,0.827278,2.259363,3,0.412676,0.316186,0.433566,0.375505,0.349837,0.297024,0.360214,0.316186,0.400347,0.347128,0.307244,0.253157,0.309545,0.266687,121.6977,47.7327,0.1879
5,0.550662,0.408361,0.080385,0.815614,1.954043,3,0.539607,0.437911,0.468275,0.406577,0.410045,0.341446,0.395051,0.341873,0.483306,0.418102,0.408099,0.339492,0.408608,0.352947,122.4682,49.9992,0.1798
6,0.817945,0.01648,0.798936,0.828203,0.933109,3,0.72141,0.063787,0.711409,0.026769,0.614058,0.020362,0.60973,0.021333,0.710265,0.020328,0.589289,0.03626,0.582276,0.045815,121.8097,52.5818,0.1009
7,0.810988,0.037854,0.772436,0.848104,0.789392,3,0.75223,0.094998,0.721396,0.059834,0.643748,0.049796,0.637766,0.057078,0.721292,0.044438,0.628877,0.071385,0.622946,0.08266,120.9041,47.3502,0.0734
8,0.853609,0.008677,0.84547,0.862739,0.745044,3,0.705506,0.100805,0.767813,0.030687,0.672383,0.0399,0.680794,0.041593,0.709247,0.052399,0.62724,0.065381,0.608907,0.078808,120.2795,42.8881,0.1482
9,0.845258,0.010121,0.834326,0.854302,0.535996,3,0.808962,0.03408,0.760416,0.038563,0.689716,0.024262,0.674694,0.041566,0.773708,0.025513,0.686031,0.016441,0.686478,0.019323,118.642,46.5545,0.1887
10,0.876797,0.007167,0.86969,0.884023,0.44496,3,0.748328,0.082004,0.79074,0.032595,0.716077,0.008482,0.723771,0.012631,0.720702,0.068881,0.671969,0.032775,0.644778,0.061637,117.1255,47.9483,0.0978
11,0.874161,0.016417,0.861801,0.892788,0.514136,3,0.765813,0.115767,0.79572,0.038227,0.70797,0.02227,0.715214,0.030432,0.740003,0.088193,0.671586,0.058521,0.656384,0.097929,119.7608,46.6404,0.1156
12,0.862073,0.023103,0.835422,0.876421,0.484942,3,0.775114,0.085381,0.758467,0.047775,0.71653,0.033049,0.711258,0.05554,0.739821,0.048961,0.697256,0.039066,0.680231,0.062623,116.4028,45.7782,0.1508
13,0.871902,0.030363,0.838188,0.897092,0.495743,3,0.78823,0.119481,0.789664,0.04144,0.720193,0.029369,0.72083,0.048025,0.762152,0.070481,0.694006,0.054158,0.681034,0.092695,118.5775,47.156,0.2165
14,0.875699,0.013464,0.866575,0.891163,0.484497,3,0.771047,0.079409,0.787304,0.022332,0.737799,0.012046,0.74175,0.016286,0.730122,0.049264,0.704408,0.040957,0.681113,0.065827,119.4119,44.8318,0.1168
15,0.847591,0.019922,0.835706,0.870591,0.665861,3,0.765056,0.116685,0.770286,0.016787,0.713521,0.015815,0.713204,0.02092,0.749534,0.08098,0.68932,0.065082,0.673297,0.101607,117.9058,47.5641,0.5095
16,0.877239,0.009532,0.8682,0.887197,0.612634,3,0.776493,0.101753,0.789167,0.029935,0.72759,0.001165,0.730453,0.003501,0.749426,0.06391,0.698372,0.04796,0.678159,0.08111,117.8201,45.4042,0.2497
17,0.880018,0.02645,0.851594,0.903907,0.585607,3,0.795956,0.119643,0.802372,0.044751,0.72666,0.022196,0.733538,0.028955,0.763878,0.078036,0.698681,0.066867,0.692464,0.098112,117.5026,45.446,0.0844
18,0.870427,0.020305,0.848193,0.88799,0.608386,3,0.758333,0.088313,0.786343,0.011811,0.732091,0.01414,0.733318,0.012918,0.733978,0.053528,0.700695,0.047028,0.675744,0.074645,119.743,43.3651,0.0904
19,0.89225,0.012537,0.884531,0.906716,0.682276,3,0.748334,0.112283,0.79738,0.041198,0.734497,0.016924,0.741931,0.020246,0.736918,0.081004,0.693077,0.034633,0.66144,0.070461,120.3288,46.225,0.1866
20,0.863443,0.020895,0.843381,0.885082,0.519998,3,0.779097,0.057068,0.774029,0.024549,0.734753,0.023712,0.728155,0.032836,0.744804,0.029058,0.720811,0.03023,0.696755,0.047067,116.8745,50.6793,0.0919
21,0.888561,0.013216,0.873772,0.899214,0.681622,3,0.786602,0.087388,0.795706,0.03636,0.738425,0.020359,0.744409,0.027952,0.753334,0.05836,0.715406,0.030185,0.696311,0.060367,120.4747,46.2493,0.0892
22,0.868813,0.033397,0.831874,0.896875,0.761031,3,0.768998,0.064544,0.780845,0.006213,0.728986,0.025374,0.728571,0.033283,0.741699,0.028251,0.703727,0.029221,0.674527,0.047211,119.3926,48.6075,0.1466
23,0.868602,0.018592,0.855456,0.881749,0.592934,2,0.754618,0.143757,0.787107,0.008073,0.723002,0.007048,0.718947,0.014373,0.74038,0.085779,0.699533,0.064885,0.667134,0.118356,112.6847,46.5982,0.053
24,0.889674,0.007117,0.884641,0.894706,0.40067,2,0.691256,0.020696,0.778597,0.008229,0.737453,0.002016,0.745294,0.000856,0.685513,0.016604,0.67752,0.020401,0.624405,0.021922,111.3522,49.9051,0.2658
25,0.876296,0.013753,0.866571,0.88602,0.431541,2,0.763109,0.062488,0.776031,0.028835,0.720657,0.020268,0.714464,0.038856,0.742892,0.032618,0.710513,0.039181,0.684192,0.061156,112.8481,43.9768,0.0541
26,0.851681,0.048797,0.817177,0.886186,0.847426,2,0.755918,0.086915,0.741458,0.060453,0.700497,0.055722,0.681849,0.095467,0.738811,0.044729,0.70117,0.010975,0.668335,0.05126,113.4387,41.0751,0.0592
27,0.878065,0.014684,0.867682,0.888448,0.434677,2,0.75598,0.077099,0.779057,0.033078,0.731436,0.015215,0.725255,0.037518,0.74448,0.035584,0.721371,0.035703,0.687499,0.064445,111.302,45.9409,0.1116
28,0.89292,0.006715,0.888172,0.897668,0.411006,2,0.698047,0.007339,0.800346,0.003147,0.749528,0.003387,0.755259,0.000168,0.710892,0.000237,0.700281,0.001648,0.641344,0.005509,112.1868,48.3387,0.0567
29,0.89485,0.007649,0.889441,0.900259,0.399904,2,0.690667,0.001221,0.805179,0.005329,0.749691,0.007296,0.759162,0.006908,0.708991,0.000554,0.69512,0.003827,0.633654,0.000917,112.2241,47.6771,0.0527
30,0.894322,0.006826,0.889496,0.899149,0.402946,2,0.699681,0.009781,0.802642,0.019599,0.74294,0.001121,0.755136,0.002045,0.706094,0.001472,0.689395,0.00129,0.639674,0.005003,111.7541,45.3072,0.0513
