round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
1,0.025787,0.029767,0.004414,0.071058,4.127812,5,0.016996,0.012761,146.3138,96.3036,0.4593
2,0.184274,0.382561,0.005979,0.86846,3.335726,5,0.179377,0.345658,116.4684,93.8426,0.3113
3,0.214587,0.363185,0.014505,0.862301,3.398634,5,0.14852,0.26102,116.1941,92.0643,0.2654
4,0.631602,0.313185,0.08,0.857885,1.798605,5,0.527591,0.276737,114.9155,89.4666,0.3079
5,0.825181,0.030665,0.77961,0.851808,0.641721,5,0.733687,0.01696,111.9108,100.3302,0.2385
6,0.845863,0.026782,0.801765,0.871606,0.588558,5,0.770893,0.017158,112.6102,92.0583,0.2387
7,0.843894,0.009085,0.832373,0.853451,0.493923,5,0.790974,0.024899,109.7849,95.9087,0.2354
8,0.834015,0.058446,0.749559,0.889846,0.666825,5,0.787455,0.045389,111.9707,92.8762,0.262
9,0.824379,0.021956,0.789797,0.842731,1.12757,5,0.751451,0.044173,114.0484,94.6058,0.244
10,0.856108,0.02328,0.818486,0.878565,0.473188,5,0.794646,0.006008,110.7987,90.2263,0.2434
11,0.855479,0.029636,0.806363,0.880133,0.489704,5,0.797616,0.009162,110.4269,99.7011,0.3247
12,0.858468,0.026717,0.815513,0.884642,0.478759,5,0.798719,0.004887,111.6641,93.2146,0.2503
13,0.863972,0.021522,0.829865,0.887974,0.583106,5,0.789224,0.016677,112.4525,93.573,0.2684
14,0.865662,0.019648,0.839433,0.884515,0.441504,5,0.810571,0.006073,109.4127,97.2521,0.2353
15,0.86445,0.017883,0.842963,0.88425,0.449212,5,0.812848,0.003327,109.5309,92.703,0.2472
16,0.846859,0.038583,0.784905,0.885328,0.495809,5,0.80073,0.02127,110.3325,94.6112,0.2311
17,0.866571,0.022956,0.833256,0.888366,0.475415,5,0.790867,0.01827,112.084,92.7191,0.2584
18,0.86091,0.018899,0.838179,0.882976,0.440845,5,0.813972,0.002383,110.2837,96.8448,0.2499
19,0.855556,0.03933,0.791314,0.894371,0.453466,5,0.813408,0.028419,109.2668,90.0652,0.2565
20,0.86525,0.035791,0.813609,0.900619,0.440486,5,0.769453,0.033844,109.5129,97.6903,0.2587
21,0.868717,0.017707,0.848816,0.894867,0.43507,5,0.822496,0.020037,109.3326,92.1356,0.2398
22,0.850375,0.041408,0.781886,0.889346,0.521415,5,0.805606,0.027308,111.5705,95.1851,0.2341
23,0.870529,0.020814,0.839898,0.890522,0.478148,5,0.795395,0.020826,110.7756,94.9387,0.2996
24,0.860247,0.026099,0.821319,0.892091,0.452433,5,0.806067,0.009092,109.4801,96.916,0.2504
25,0.867506,0.023563,0.833302,0.897481,0.443192,5,0.79442,0.017268,109.742,86.5973,0.2403
26,0.861633,0.021342,0.834928,0.890326,0.439608,5,0.814123,0.010002,108.7465,93.7226,0.2244
27,0.865462,0.019969,0.836554,0.88523,0.432016,5,0.811406,0.003779,107.8061,88.2384,0.2363
28,0.857291,0.036428,0.798467,0.891502,0.452958,5,0.807751,0.016999,107.1827,93.7887,0.2803
29,0.871263,0.019564,0.838644,0.88621,0.426187,5,0.80081,0.035037,108.6941,93.1618,0.2268
30,0.867568,0.016192,0.849916,0.886602,0.44449,4,0.823199,0.012404,112.038,92.1317,0.2454
31,0.867734,0.01109,0.855301,0.876605,0.458612,3,0.837629,0.016968,113.8691,97.1745,0.1345
32,0.84173,0.046126,0.809336,0.894541,0.489332,3,0.807418,0.036674,113.2271,85.3205,0.148
33,0.861299,0.04033,0.81909,0.899441,0.468877,3,0.786383,0.011011,112.1652,93.0231,0.1232
34,0.856168,0.052235,0.80065,0.904342,0.557781,3,0.756674,0.01897,115.8448,90.9647,0.1421
35,0.841683,0.022497,0.820158,0.86504,0.492378,3,0.836975,0.043027,112.8608,96.8057,0.1186
36,0.869395,0.038617,0.826428,0.901206,0.436837,3,0.773033,0.0273,112.1978,85.1516,0.1287
37,0.840211,0.046737,0.811705,0.894149,0.503823,3,0.815471,0.034098,112.2494,94.4887,0.1402
38,0.858715,0.031321,0.826103,0.888562,0.468471,3,0.804649,0.003618,114.4517,97.4124,0.1123
39,0.869448,0.024121,0.852392,0.886504,0.539855,2,0.804194,0.033865,115.129,84.9877,0.1054
40,0.800029,0.103168,0.727078,0.872979,0.855715,2,0.776853,0.108261,115.2706,99.1822,0.0551
41,0.884111,0.037644,0.857493,0.910729,0.582739,2,0.813238,0.103791,114.1477,100.5092,0.06
42,0.885253,0.03524,0.860335,0.910172,0.41572,2,0.884915,0.00055,112.546,86.236,0.0589
43,0.873946,0.016615,0.862197,0.885694,0.441816,2,0.873767,0.016127,113.6619,96.0834,0.0711
44,0.889568,0.030254,0.868176,0.910961,0.423859,2,0.881343,0.011475,113.4387,90.7382,0.0696
45,0.875614,0.009133,0.869156,0.882072,0.460348,2,0.868977,0.015416,113.6531,99.9415,0.0568
46,0.90079,0.0,0.90079,0.90079,0.411116,1,0.880397,0.0,115.9248,83.9555,0.0614
47,0.92118,0.0,0.92118,0.92118,0.316864,1,0.903345,0.0,115.5667,84.9156,0.0003
48,0.923549,0.0,0.923549,0.923549,0.321966,1,0.902372,0.0,113.8348,85.5059,0.0004
49,0.834417,0.0,0.834417,0.834417,0.77723,1,0.807515,0.0,116.929,83.5166,0.0004
50,0.924849,0.0,0.924849,0.924849,0.324795,1,0.899899,0.0,115.586,84.5897,0.0004
51,0.92471,0.0,0.92471,0.92471,0.317205,1,0.902183,0.0,113.9363,84.6967,0.0004
52,0.895402,0.0,0.895402,0.895402,0.534614,1,0.869052,0.0,118.7622,84.2271,0.0004
53,0.895216,0.0,0.895216,0.895216,0.446168,1,0.871038,0.0,116.8852,84.8757,0.0004
54,0.922155,0.0,0.922155,0.922155,0.353031,1,0.898611,0.0,114.6425,83.6195,0.0004
55,0.921273,0.0,0.921273,0.921273,0.336837,1,0.902435,0.0,115.5204,84.9221,0.0003
56,0.923177,0.0,0.923177,0.923177,0.309557,1,0.901084,0.0,115.0059,84.9557,0.0003
57,0.922805,0.0,0.922805,0.922805,0.31159,1,0.898925,0.0,112.5506,86.4041,0.0004
58,0.879378,0.0,0.879378,0.879378,0.535464,1,0.854629,0.0,117.7101,83.6665,0.0003
59,0.925267,0.0,0.925267,0.925267,0.316503,1,0.902984,0.0,116.2488,83.9732,0.0003
60,0.876637,0.0,0.876637,0.876637,0.479915,1,0.850146,0.0,117.834,83.7658,0.0014
61,0.924431,0.0,0.924431,0.924431,0.310943,1,0.902474,0.0,114.3149,84.2056,0.0004
62,0.924663,0.0,0.924663,0.924663,0.302985,1,0.901139,0.0,114.478,84.7396,0.0002
63,0.925778,0.0,0.925778,0.925778,0.300888,1,0.902435,0.0,113.3056,83.942,0.0004
64,0.922991,0.0,0.922991,0.922991,0.309729,1,0.899098,0.0,114.0194,84.7916,0.0003
65,0.924477,0.0,0.924477,0.924477,0.308783,1,0.900354,0.0,114.3033,84.6769,0.0004
66,0.874733,0.0,0.874733,0.874733,0.485331,1,0.848992,0.0,117.2935,85.7342,0.0004
67,0.856433,0.0,0.856433,0.856433,0.688648,1,0.830982,0.0,116.7183,83.9496,0.0004
68,0.876869,0.0,0.876869,0.876869,0.552023,1,0.852415,0.0,117.9977,84.4759,0.0003
69,0.920437,0.0,0.920437,0.920437,0.340579,1,0.896994,0.0,116.6284,82.8161,0.0007
70,0.92615,0.0,0.92615,0.92615,0.32933,1,0.903094,0.0,116.2544,83.5287,0.0004
71,0.922805,0.0,0.922805,0.922805,0.326384,1,0.899844,0.0,115.0744,85.0605,0.0003
72,0.649048,0.0,0.649048,0.649048,1.682733,1,0.6204,0.0,119.2769,83.6661,0.0004
