worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,global_test_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
1,1,1781978122.208,2.730899,4.128585,0.01291,0.008267,7.553,6.9774,0.5314,0.0363,0.036151,0,1
1,2,1781978129.592,1.928673,1.504019,0.650668,0.335618,7.384,7.0003,0.3484,0.0272,0.027109,0,1
1,3,1781978136.965,2.243366,3.828254,0.074423,0.034136,7.373,7.0,0.3526,0.0198,0.019702,2,1
1,4,1781978144.381,1.759828,1.783233,0.62882,0.38128,7.415,7.0444,0.3522,0.0185,0.018442,0,1
1,5,1781978151.796,1.662554,1.260628,0.722112,0.678585,7.416,7.0339,0.3548,0.0192,0.019102,1,1
1,6,1781978159.232,1.639163,1.08141,0.730222,0.734673,7.435,7.0465,0.3583,0.0224,0.022314,1,1
1,7,1781978166.695,1.586794,0.846554,0.769723,0.729224,7.463,7.0926,0.3465,0.0169,0.016758,1,1
1,8,1781978174.088,1.524224,0.827785,0.76222,0.778215,7.392,7.0111,0.3507,0.0233,0.023174,1,1
1,9,1781978181.513,1.47578,0.706738,0.815403,0.617409,7.425,7.045,0.3525,0.0198,0.019665,0,1
1,10,1781978188.917,1.448046,0.745941,0.782136,0.775914,7.404,6.9856,0.3965,0.0221,0.021955,1,1
1,11,1781978196.289,1.408678,0.673863,0.836478,0.644079,7.372,6.9902,0.355,0.0187,0.018574,1,1
1,12,1781978203.694,1.398396,0.63813,0.838133,0.752597,7.405,7.0245,0.3505,0.0221,0.021996,2,1
1,13,1781978211.109,1.434834,0.956659,0.811652,0.607846,7.415,7.0414,0.3552,0.0182,0.018096,0,1
1,14,1781978218.53,1.390782,0.686193,0.856229,0.659773,7.421,7.0464,0.3538,0.0202,0.020049,1,1
1,15,1781978225.978,1.36297,0.707921,0.846684,0.639306,7.447,7.0724,0.3531,0.0215,0.021416,1,1
1,16,1781978233.39,1.356472,0.550941,0.836588,0.785556,7.412,7.0302,0.353,0.0211,0.020949,2,1
1,17,1781978240.788,1.345286,0.570312,0.849884,0.656233,7.397,7.0248,0.3541,0.0183,0.018159,0,1
1,18,1781978248.189,1.356863,0.560178,0.840174,0.815688,7.401,7.03,0.3527,0.018,0.017945,1,1
1,19,1781978255.594,1.347982,0.585071,0.84856,0.715218,7.405,6.9705,0.4104,0.0237,0.023625,0,1
1,20,1781978262.952,1.325594,0.816571,0.806907,0.815782,7.358,6.989,0.3497,0.019,0.01891,1,1
1,21,1781978269.082,1.325052,1.126611,0.774357,0.641229,6.13,5.8496,0.2583,0.0218,0.021729,0,1
1,22,1781978274.599,1.326634,1.010186,0.806521,0.680932,5.517,5.2423,0.2541,0.0206,0.020475,0,1
1,23,1781978280.15,1.336441,0.939494,0.8095,0.783907,5.55,5.2675,0.2613,0.0211,0.020995,1,1
1,24,1781978285.715,1.30587,0.720996,0.798466,0.826656,5.565,5.2821,0.2615,0.0211,0.021044,1,1
1,25,1781978290.416,1.312207,0.955692,0.790687,0.82748,4.701,4.4743,0.2092,0.0169,0.016814,1,1
