worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
3,1,1780397450.002,2.102875,4.122452,0.060312,2.768,0.7044,1.9893,0.0735,0.035317,0,2
3,2,1780397454.669,1.634939,3.689009,0.064328,4.666,1.0891,3.4836,0.0932,0.030097,2,3
3,3,1780397459.761,1.517771,0.774714,0.776357,5.092,1.5431,3.4546,0.0943,0.030516,0,3
3,4,1780397464.906,1.782078,4.079496,0.022625,5.145,1.6015,3.4576,0.0856,0.027723,2,3
3,5,1780397470.113,1.550529,3.820051,0.064998,5.207,1.6399,3.4741,0.0923,0.029963,4,3
3,6,1780397475.321,1.465757,1.428661,0.712832,5.208,1.5653,3.5511,0.0912,0.029587,2,3
3,7,1780397480.468,1.420421,0.643733,0.807752,5.147,1.4891,3.5703,0.087,0.028178,2,3
3,8,1780397485.648,1.387678,0.587792,0.818261,5.18,1.5007,3.5916,0.0872,0.028252,3,3
3,9,1780397490.796,1.376504,0.690633,0.823081,5.147,1.5375,3.5215,0.0882,0.028525,3,3
3,10,1780397495.933,1.354837,0.56112,0.821273,5.137,1.5387,3.5129,0.0849,0.027492,2,3
3,11,1780397501.106,1.345272,0.55089,0.825356,5.173,1.5664,3.522,0.0848,0.027479,4,3
3,12,1780397506.235,1.32305,0.531312,0.82877,5.129,1.5212,3.5168,0.0904,0.029098,4,3
3,13,1780397511.354,1.31056,0.58046,0.823616,5.119,1.5021,3.5307,0.0856,0.027607,3,3
3,14,1780397516.484,1.301016,0.526348,0.827097,5.13,1.511,3.5285,0.0904,0.029404,2,3
3,15,1780397521.619,1.285746,0.51914,0.835799,5.134,1.5332,3.5165,0.0839,0.027122,3,3
3,16,1780397526.759,1.283246,0.514869,0.83513,5.141,1.5557,3.497,0.0876,0.028184,4,3
3,17,1780397531.918,1.281346,1.337669,0.807015,5.159,1.5983,3.4713,0.089,0.028896,3,3
3,18,1780397537.059,1.279842,0.512848,0.837071,5.141,1.6468,3.4081,0.0858,0.027819,3,3
3,19,1780397542.21,1.270804,0.511214,0.835063,5.151,1.6982,3.362,0.0903,0.029302,4,3
3,20,1780397547.378,1.258309,0.507697,0.83841,5.167,1.7063,3.364,0.0965,0.030899,4,3
3,21,1780397552.565,1.246926,0.603312,0.843229,5.187,1.7616,3.3411,0.0841,0.02714,3,3
3,22,1780397557.762,1.254886,0.516302,0.841154,5.197,1.7068,3.3991,0.0907,0.029419,3,3
3,23,1780397562.971,1.249782,0.498682,0.838276,5.209,1.624,3.4983,0.0863,0.02793,4,3
3,24,1780397568.217,1.248507,0.533244,0.844166,5.246,1.5294,3.6331,0.0832,0.026929,3,3
3,25,1780397573.45,1.238957,0.916555,0.823951,5.232,1.3469,3.7944,0.0909,0.029514,3,3
3,26,1780397578.718,1.251105,0.533047,0.838142,5.268,1.2575,3.8964,0.1135,0.037053,2,3
3,27,1780397583.851,1.235958,0.489596,0.843564,5.134,1.2321,3.8157,0.0855,0.027599,3,3
3,28,1780397588.916,1.235225,0.83264,0.835732,5.065,1.3119,3.6628,0.0896,0.029037,1,3
3,29,1780397593.986,1.226481,0.483805,0.845639,5.07,1.4714,3.508,0.0905,0.029396,3,3
3,30,1780397599.068,1.238759,0.498054,0.842694,5.082,1.6203,3.374,0.0871,0.028204,4,3
3,31,1780397604.154,1.231587,0.510994,0.846978,5.086,1.6868,3.3123,0.0865,0.027966,3,3
3,32,1780397609.054,1.220721,0.502835,0.844702,4.899,1.7435,3.0656,0.0896,0.028574,4,3
3,33,1780397613.084,1.22044,0.509355,0.845773,4.03,1.3576,2.5806,0.0914,0.029178,3,3
3,34,1780397617.182,1.221653,0.503087,0.841489,4.099,1.3612,2.6536,0.0836,0.027065,3,3
3,35,1780397621.267,1.208938,0.487883,0.845505,4.084,1.279,2.7207,0.0842,0.027275,3,3
3,36,1780397625.385,1.212861,0.508576,0.845304,4.119,1.1785,2.839,0.1008,0.032916,3,3
3,37,1780397629.433,1.212067,0.491343,0.841221,4.048,1.1456,2.8185,0.0833,0.026989,3,3
3,38,1780397633.43,1.219425,0.50096,0.847781,3.997,1.1297,2.7722,0.0947,0.030718,2,3
