worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
2,1,1780399978.171,3.001339,4.127319,0.043444,2.396,1.6147,0.7056,0.0752,0.024198,0,3
2,2,1780399980.523,1.975167,3.773345,0.049111,2.352,1.7094,0.5686,0.0733,0.023386,4,3
2,3,1780399982.997,1.645443,1.069797,0.712577,2.474,1.7138,0.6461,0.1141,0.037147,1,3
2,4,1780399985.395,1.586762,0.963806,0.748833,2.398,1.6959,0.6243,0.077,0.024784,3,3
2,5,1780399987.798,1.567626,0.804067,0.775434,2.403,1.6885,0.6428,0.0715,0.022933,3,3
2,6,1780399990.207,1.521718,0.811106,0.78598,2.409,1.6933,0.642,0.074,0.023695,2,3
2,7,1780399992.629,1.492946,0.71691,0.789916,2.421,1.6878,0.6595,0.0735,0.023555,5,3
2,8,1780399995.106,1.46481,0.656296,0.799098,2.477,1.6797,0.7303,0.0667,0.021364,4,3
2,9,1780399997.529,1.459804,0.644717,0.804502,2.423,1.6709,0.6877,0.0638,0.020476,4,3
2,10,1780399999.912,1.445662,0.748701,0.805709,2.383,1.6906,0.6188,0.0733,0.023625,2,3
2,11,1780400002.31,1.429632,0.623677,0.806391,2.398,1.7248,0.5922,0.0802,0.018818,4,3
2,12,1780400004.712,1.394016,0.59976,0.808122,2.402,1.7467,0.5706,0.0848,0.019714,5,3
2,13,1780400007.185,1.411327,0.759305,0.80723,2.473,1.763,0.6166,0.093,0.021759,4,3
2,14,1780400009.62,1.380852,0.581107,0.814996,2.434,1.7499,0.6019,0.0823,0.018726,4,3
2,15,1780400012.06,1.403409,0.613539,0.81657,2.44,1.7398,0.6324,0.0673,0.021626,3,3
2,16,1780400014.433,1.35851,0.748412,0.820767,2.374,1.769,0.5362,0.068,0.021833,5,3
2,17,1780400016.809,1.37437,0.833063,0.816779,2.375,1.7424,0.5643,0.0683,0.021854,5,3
2,18,1780400019.178,1.35262,0.552732,0.820977,2.369,1.7177,0.5626,0.088,0.020854,4,3
