worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,global_test_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
2,1,1781979042.213,1.61868,4.138327,0.005077,0.002238,9.953,5.6474,4.2367,0.0607,0.030286,0,2
2,2,1781979053.784,1.315042,0.626891,0.851288,0.581192,11.571,7.5937,3.9239,0.045,0.022447,0,2
2,3,1781979065.315,1.40849,4.068741,0.080385,0.034136,11.53,7.7183,3.7733,0.0385,0.019169,2,2
2,4,1781979076.834,1.266895,0.878342,0.842297,0.71006,11.519,7.8689,3.6122,0.0381,0.018978,2,2
2,5,1781979088.437,1.235553,0.573662,0.823417,0.78755,11.603,8.0107,3.5466,0.0375,0.018709,2,2
2,6,1781979100.197,1.213589,0.471959,0.865302,0.768432,11.759,8.1469,3.564,0.0394,0.019633,2,2
2,7,1781979111.94,1.191605,0.513289,0.845576,0.815484,11.743,8.1639,3.5416,0.0373,0.018617,2,2
2,8,1781979123.684,1.179901,0.502208,0.833677,0.820045,11.744,8.1626,3.5421,0.039,0.019449,2,2
2,9,1781979135.455,1.160737,0.468768,0.850918,0.820234,11.771,8.1836,3.5417,0.0379,0.018883,2,2
2,10,1781979147.177,1.155389,1.445251,0.832672,0.740066,11.722,8.1471,3.5357,0.0392,0.019531,2,2
2,11,1781979158.911,1.140271,0.452441,0.864826,0.809109,11.734,8.1262,3.5581,0.0413,0.020558,2,2
2,12,1781979170.606,1.138987,0.464276,0.857052,0.826318,11.695,8.0006,3.6579,0.0362,0.018069,2,2
2,13,1781979182.309,1.137833,0.462535,0.854038,0.830401,11.703,7.8748,3.7888,0.0386,0.019267,2,2
2,14,1781979194.0,1.131721,0.449053,0.863451,0.812281,11.691,7.7306,3.9153,0.0377,0.018791,2,2
2,15,1781979205.76,1.121612,0.452355,0.856999,0.827559,11.759,7.6677,4.0539,0.0375,0.018707,2,2
2,16,1781979217.377,1.117156,0.457973,0.863028,0.823845,11.617,7.5962,3.9819,0.0384,0.019146,2,2
2,17,1781979228.921,1.117267,0.458386,0.899096,0.699406,11.544,7.6752,3.8289,0.0395,0.019679,1,2
2,18,1781979240.497,1.108123,0.457961,0.848802,0.832662,11.576,7.8514,3.6858,0.0389,0.019377,2,2
2,19,1781979252.136,1.120144,1.054765,0.866942,0.790266,11.639,8.0318,3.5679,0.0385,0.019221,2,2
2,20,1781979263.901,1.109919,0.459602,0.861918,0.832803,11.765,8.1529,3.5717,0.0402,0.020022,2,2
2,21,1781979275.737,1.103996,0.44764,0.862764,0.827716,11.836,8.1631,3.6264,0.0387,0.019299,2,2
2,22,1781979287.647,1.10761,0.459032,0.870168,0.812069,11.91,8.1938,3.6776,0.0378,0.018862,2,2
2,23,1781979299.352,1.099252,0.454413,0.860331,0.830425,11.705,7.9997,3.6668,0.0386,0.019254,2,2
2,24,1781979311.106,1.09483,0.469748,0.877942,0.791483,11.754,7.9854,3.7251,0.0429,0.021375,2,2
2,25,1781979322.816,1.101176,0.459018,0.868475,0.823657,11.71,7.9236,3.7466,0.0397,0.019778,2,2
2,26,1781979334.543,1.099424,0.458912,0.864509,0.828446,11.727,7.8541,3.8344,0.0378,0.018826,2,2
2,27,1781979346.256,1.094679,0.444365,0.863874,0.820721,11.713,7.6798,3.9858,0.0383,0.019096,2,2
