worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,global_test_accuracy,global_test_macro_precision,global_test_macro_recall,global_test_macro_f1,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
5,1,1783673430.318,1.676404,4.138676,0.004535,7.3e-05,0.016129,0.000146,0.002395,3.9e-05,0.016129,7.7e-05,259.672,155.4175,103.6558,0.5817,0.082924,0,7
5,2,1783673648.606,1.414638,3.945984,0.080924,0.02818,0.018171,0.006171,0.036052,0.018834,0.0169,0.002544,218.287,111.0115,106.7334,0.5041,0.071952,1,7
5,3,1783673863.617,1.554128,3.943729,0.008929,0.000144,0.016129,0.000285,0.049454,0.000798,0.016129,0.00152,215.01,114.5826,99.9774,0.4153,0.059264,6,7
5,4,1783674087.375,1.341058,3.127428,0.22534,0.331978,0.113228,0.125463,0.169387,0.468567,0.09958,0.110124,223.758,111.3746,111.9811,0.384,0.054794,8,7
5,5,1783674294.767,1.277534,1.007791,0.835317,0.693046,0.627384,0.604722,0.735693,0.716392,0.627488,0.629733,207.391,110.551,96.3564,0.4653,0.066397,10,7
5,6,1783674501.599,1.239867,0.535883,0.844246,0.715189,0.676899,0.653907,0.783773,0.753069,0.693988,0.693497,206.832,107.3215,99.112,0.379,0.054085,7,7
5,7,1783674707.504,1.218145,0.576901,0.847364,0.727048,0.681224,0.651553,0.78572,0.766794,0.704838,0.702014,205.905,109.2038,96.2347,0.4661,0.066519,7,7
5,8,1783674924.151,1.203779,0.524133,0.841553,0.731434,0.690566,0.665945,0.795943,0.763164,0.716883,0.713285,216.647,105.8487,110.3961,0.383,0.054659,7,7
5,9,1783675132.773,1.196223,0.701307,0.857851,0.739554,0.699979,0.673723,0.783923,0.744159,0.713849,0.69915,208.622,110.7889,97.4368,0.3958,0.056479,7,7
5,10,1783675350.098,1.184305,0.505676,0.843254,0.723496,0.69795,0.672033,0.803825,0.766957,0.729074,0.720871,217.325,106.5592,110.349,0.3977,0.05676,7,7
5,11,1783675549.285,1.180606,0.493611,0.852324,0.735457,0.703408,0.683481,0.800959,0.762917,0.739381,0.7248,199.187,104.8668,93.9199,0.3815,0.054436,7,7
5,12,1783675753.035,1.162046,0.472962,0.861111,0.753029,0.712931,0.696056,0.778443,0.750987,0.728483,0.705931,203.75,104.5872,98.7723,0.3713,0.052969,6,7
5,13,1783675952.568,1.168493,0.493914,0.850907,0.747151,0.707748,0.683827,0.80253,0.768146,0.741589,0.729027,199.533,106.076,93.0758,0.3806,0.054313,7,7
5,14,1783676161.532,1.158548,0.494457,0.845522,0.752373,0.708915,0.683764,0.811566,0.773886,0.748902,0.738245,208.964,106.0414,102.2424,0.68,0.097078,6,7
5,15,1783676372.083,1.15409,0.511605,0.848073,0.751799,0.709236,0.687371,0.81232,0.779066,0.752668,0.738327,210.551,106.7628,103.4116,0.3757,0.053616,7,7
5,16,1783676580.996,1.152572,0.540836,0.825113,0.723098,0.695977,0.662349,0.849314,0.797847,0.770828,0.769108,208.913,106.3826,102.1581,0.3717,0.053035,8,7
5,17,1783676795.408,1.142711,1.130675,0.858985,0.716738,0.679887,0.652067,0.73863,0.737901,0.693106,0.662105,214.412,109.7192,104.3135,0.3787,0.054043,7,7
5,18,1783676999.365,1.143633,0.526399,0.826956,0.752017,0.713791,0.68536,0.836603,0.780545,0.769249,0.755769,203.957,105.4168,98.163,0.3764,0.053708,8,7
5,19,1783677200.253,1.144086,0.497837,0.852749,0.75121,0.717682,0.696066,0.809815,0.77573,0.76089,0.740888,200.887,106.3205,94.1821,0.384,0.054799,7,7
5,20,1783677405.441,1.131302,0.494987,0.857285,0.748733,0.718419,0.698359,0.8064,0.77234,0.762554,0.73777,205.188,106.1853,98.5906,0.4118,0.058759,7,7
5,21,1783677608.889,1.137678,0.489547,0.862812,0.764542,0.721867,0.705462,0.803126,0.765273,0.757768,0.733361,203.448,105.4075,96.9459,1.0927,0.156031,7,7
