worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
2,1,1780400975.833,1.948095,4.126355,0.005404,9.589,1.9791,7.5325,0.0775,0.024959,0,3
2,2,1780400985.449,1.710038,4.015806,0.049111,9.615,2.2077,7.3394,0.0678,0.021179,3,3
2,3,1780400995.056,1.622912,4.065853,0.049111,9.607,2.2024,7.3248,0.079,0.025443,4,3
2,4,1780401004.686,1.518385,3.678166,0.133795,9.631,2.2659,7.2941,0.0703,0.022585,2,3
2,5,1780401014.323,1.430473,3.450124,0.139567,9.636,2.1634,7.4044,0.0682,0.021958,3,3
2,6,1780401023.946,1.399725,0.773487,0.802456,9.623,2.0659,7.487,0.0702,0.022581,4,3
2,7,1780401033.533,1.352903,0.63023,0.817829,9.586,2.0696,7.4463,0.0695,0.02231,5,3
2,8,1780401043.135,1.337909,0.546276,0.832205,9.6,2.0944,7.4104,0.0951,0.030831,2,3
2,9,1780401052.736,1.324582,0.574266,0.831523,9.601,2.155,7.3801,0.0657,0.021131,3,3
2,10,1780401062.306,1.308622,0.521633,0.838134,9.57,2.1594,7.3331,0.077,0.024912,3,3
2,11,1780401071.826,1.293626,0.518545,0.839289,9.52,2.2107,7.2415,0.0677,0.021236,4,3
2,12,1780401081.466,1.287963,0.516161,0.840233,9.64,2.2532,7.3151,0.0711,0.022893,2,3
2,13,1780401091.146,1.28152,0.517031,0.841702,9.679,2.2746,7.3351,0.0694,0.022356,3,3
2,14,1780401100.787,1.267737,0.501095,0.844903,9.641,2.2901,7.2767,0.0741,0.023876,3,3
2,15,1780401110.435,1.269109,0.497622,0.844063,9.648,2.2258,7.3519,0.0696,0.022442,4,3
2,16,1780401120.063,1.262944,0.541673,0.847736,9.628,2.1295,7.4059,0.0926,0.030029,3,3
2,17,1780401129.652,1.269817,0.522852,0.840233,9.588,2.1678,7.3487,0.0714,0.0225,3,3
2,18,1780401139.229,1.248216,0.507774,0.843171,9.577,2.2435,7.2655,0.0681,0.021812,3,3
2,19,1780401148.856,1.248403,0.49817,0.844326,9.626,2.2753,7.2809,0.0698,0.022345,2,3
2,20,1780401158.498,1.249049,0.490724,0.846896,9.642,2.2646,7.3062,0.0711,0.022417,4,3
2,21,1780401168.139,1.242196,0.485055,0.847579,9.641,2.2805,7.2812,0.0792,0.025394,4,3
2,22,1780401177.772,1.243949,0.485107,0.846267,9.632,2.2844,7.2732,0.0742,0.023914,2,3
2,23,1780401187.388,1.246557,0.497793,0.84102,9.617,2.2847,7.2536,0.0781,0.025212,2,3
2,24,1780401197.007,1.233182,0.484343,0.856078,9.619,2.2111,7.3327,0.0745,0.023953,2,3
2,25,1780401206.628,1.234283,0.497042,0.845742,9.62,2.1399,7.4132,0.0671,0.021546,2,3
2,26,1780401216.228,1.235642,0.480605,0.850622,9.6,2.0123,7.5223,0.0651,0.020774,2,3
2,27,1780401225.799,1.228731,0.476908,0.850779,9.571,1.9239,7.5676,0.0795,0.025653,3,3
2,28,1780401235.33,1.227286,0.486994,0.851566,9.53,2.0009,7.4607,0.0681,0.021442,5,3
2,29,1780401244.878,1.227384,0.475667,0.84931,9.549,2.0997,7.3787,0.0701,0.022522,2,3
2,30,1780401254.47,1.225069,0.482315,0.851776,9.591,2.1143,7.4069,0.0695,0.022329,4,3
2,31,1780401264.05,1.232267,0.49263,0.8491,9.58,2.132,7.3795,0.0684,0.02201,4,3
2,32,1780401273.64,1.220558,1.378125,0.702031,9.59,2.1348,7.3886,0.0659,0.021159,3,3
2,33,1780401283.304,1.22498,0.484893,0.850464,9.664,2.1611,7.4287,0.0741,0.02383,3,3
2,34,1780401293.031,1.214904,0.479983,0.85377,9.727,2.1375,7.5129,0.0761,0.024325,3,3
2,35,1780401302.755,1.220665,0.544571,0.845532,9.723,2.0801,7.5728,0.0703,0.022568,2,3
2,36,1780401312.411,1.227884,0.477772,0.851251,9.656,2.032,7.5532,0.0709,0.022843,3,3
2,37,1780401319.701,1.215308,0.486472,0.851933,7.29,1.9298,5.3137,0.0465,0.022115,4,2
2,38,1780401325.341,1.220013,0.479659,0.851881,5.639,1.1338,4.4585,0.0468,0.022334,4,2
2,39,1780401331.061,1.218811,0.469269,0.852038,5.72,1.1805,4.4905,0.0489,0.022705,2,2
2,40,1780401336.684,1.213289,0.480424,0.850779,5.623,1.1941,4.3863,0.0421,0.019847,2,2
2,41,1780401342.289,1.221394,0.477589,0.852983,5.604,1.2153,4.3437,0.0449,0.021222,2,2
2,42,1780401347.999,1.223664,0.486887,0.850045,5.711,1.2673,4.3989,0.0441,0.020848,2,2
2,43,1780401353.681,1.203313,0.475607,0.850779,5.682,1.2821,4.3538,0.0456,0.021637,2,2
2,44,1780401359.418,1.216404,0.474749,0.853665,5.737,1.3159,4.3753,0.045,0.021318,2,2
2,45,1780401365.166,1.222341,0.4954,0.854609,5.748,1.3141,4.388,0.0456,0.021606,2,2
2,46,1780401370.882,1.223007,0.472014,0.852983,5.716,1.3104,4.363,0.0425,0.020018,2,2
2,47,1780401376.632,1.212961,0.492195,0.85314,5.75,1.3203,4.3869,0.0421,0.019862,2,2
2,48,1780401382.37,1.214437,0.471914,0.855082,5.738,1.3244,4.3687,0.0446,0.021068,2,2
