worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,global_test_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
2,1,1783334868.861,1.659072,4.127469,0.003852,0.002662,243.744,143.7522,99.8211,0.1456,0.145276,0,1
2,2,1783335087.15,1.419379,4.215896,0.017718,0.02477,218.286,116.9387,101.2917,0.0554,0.054992,2,1
2,3,1783335299.891,1.253255,0.520849,0.878093,0.829506,212.74,112.9939,99.6677,0.0577,0.057257,0,1
2,4,1783335512.888,1.194261,0.410087,0.888782,0.838268,212.997,111.3452,101.5852,0.0461,0.045706,0,1
2,5,1783335729.641,1.197561,2.703242,0.18806,0.143659,216.753,116.9598,99.7201,0.0726,0.072251,2,1
2,6,1783335950.651,1.247829,4.162648,0.017718,0.02477,221.01,113.9828,106.9488,0.0778,0.077394,2,1
2,7,1783336152.45,1.159701,0.538313,0.894752,0.861075,201.799,114.6843,87.0559,0.0582,0.057816,1,1
2,8,1783336364.216,1.135372,0.365919,0.902841,0.864184,211.765,107.2363,104.4418,0.0585,0.058107,1,1
2,9,1783336578.39,1.149775,2.211918,0.59403,0.507596,214.174,111.6699,102.4496,0.0539,0.053496,1,1
2,10,1783336799.881,1.141022,1.971823,0.762253,0.707908,221.491,115.3393,106.0867,0.0645,0.064074,1,1
2,11,1783336997.783,1.129869,0.944001,0.831777,0.760173,197.902,112.5705,85.2708,0.0601,0.059758,1,1
2,12,1783337195.552,1.107198,0.512501,0.904381,0.858437,197.769,112.1961,85.5182,0.0542,0.05383,0,1
2,13,1783337414.079,1.099342,0.350319,0.914492,0.878512,218.527,110.8268,107.6326,0.0489,0.048579,1,1
2,14,1783337622.73,1.112907,0.579115,0.808089,0.729106,208.65,106.7031,101.8846,0.0623,0.061931,2,1
2,15,1783337840.474,1.099777,0.516877,0.837458,0.765551,217.743,110.5579,107.1309,0.0541,0.053714,1,1
2,16,1783338056.086,1.093269,0.371877,0.908426,0.861782,215.612,108.6961,106.859,0.0566,0.056208,0,1
2,17,1783338279.452,1.092898,1.720085,0.758979,0.704768,223.366,115.5509,107.7601,0.0542,0.053866,0,1
2,18,1783338475.771,1.056909,0.314342,0.917188,0.882092,196.319,110.9965,85.2555,0.0487,0.048303,1,1
2,19,1783338694.583,1.066247,0.593015,0.862013,0.796359,218.811,113.7414,105.0087,0.0609,0.060575,1,1
2,20,1783338909.117,1.06034,0.448953,0.916899,0.874398,214.534,111.9651,102.4841,0.0841,0.08363,2,1
2,21,1783339126.674,1.057307,0.507748,0.822532,0.746347,217.557,109.5805,107.9087,0.0673,0.066975,2,1
2,22,1783339347.606,1.05987,0.326405,0.911988,0.872255,220.931,111.7804,109.1018,0.0486,0.048215,0,1
2,23,1783339544.948,1.043986,0.304827,0.92104,0.887832,197.343,110.5053,86.7722,0.0454,0.045068,1,1
2,24,1783339740.796,1.037861,0.317203,0.917285,0.881739,195.848,110.2732,85.5278,0.046,0.045573,0,1
2,25,1783339937.483,1.042854,0.350174,0.918344,0.875254,196.686,109.0025,87.6335,0.0494,0.049041,0,1
2,26,1783340152.669,1.037468,0.464434,0.867597,0.804916,215.187,112.0895,103.0463,0.0503,0.049917,1,1
2,27,1783340369.543,1.035283,0.465611,0.863264,0.801917,216.874,113.3353,103.4758,0.0621,0.061701,1,1
2,28,1783340587.668,1.031904,0.420031,0.869331,0.808685,218.125,109.5898,108.4829,0.0515,0.051108,1,1
2,29,1783340807.421,1.030922,0.328195,0.923158,0.885696,219.753,108.9773,110.72,0.0552,0.054851,0,1
2,30,1783341029.796,1.024799,0.376239,0.92441,0.885563,222.375,112.0313,110.2882,0.0545,0.05411,0,1
2,31,1783341224.895,1.020147,0.369318,0.918922,0.880789,195.099,110.9146,84.1328,0.051,0.050634,4,1
2,32,1783341441.955,1.023368,0.348344,0.917285,0.873346,217.059,113.3686,103.5961,0.0938,0.033317,1,1
