worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,global_test_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
2,1,1783250306.738,1.821168,4.124755,0.005659,0.00223,197.266,157.0112,39.9669,0.2493,0.249065,0,1
2,2,1783250454.096,1.41195,0.690483,0.816648,0.516735,147.356,107.8654,39.2084,0.2492,0.248843,0,1
2,3,1783250609.065,1.50122,3.954625,0.019515,0.071563,154.968,111.7094,42.8973,0.3605,0.36015,1,1
2,4,1783250760.27,1.448424,3.960145,0.080385,0.034136,151.205,111.368,39.4621,0.3744,0.374003,1,1
2,5,1783250912.731,1.354125,3.385155,0.057327,0.055389,152.46,109.0894,43.3031,0.0674,0.067069,1,1
2,6,1783251067.954,1.296203,1.457987,0.656195,0.742296,155.222,114.6315,40.5115,0.0788,0.078367,1,1
2,7,1783251220.734,1.275642,0.589949,0.838331,0.772272,152.779,108.3108,44.2683,0.169,0.168668,2,1
2,8,1783251372.844,1.260181,0.52708,0.866043,0.61759,152.108,107.7179,44.2189,0.1443,0.143971,0,1
2,9,1783251522.134,1.232287,0.524125,0.842297,0.796429,149.29,108.8037,40.3877,0.0799,0.079542,2,1
2,10,1783251675.561,1.219796,0.836066,0.864668,0.623423,153.427,113.0597,40.3049,0.0615,0.061141,0,1
2,11,1783251829.459,1.197782,0.437834,0.881961,0.661823,153.898,110.6314,43.0545,0.1931,0.192758,1,1
2,12,1783251981.766,1.191307,0.966818,0.860754,0.631384,152.307,109.477,42.6116,0.2183,0.217945,0,1
2,13,1783252130.629,1.175601,0.407649,0.891163,0.67937,148.862,108.5842,40.1649,0.0863,0.085922,1,1
2,14,1783252276.357,1.175059,0.428488,0.884552,0.659805,145.728,105.782,39.7594,0.1861,0.18572,0,1
2,15,1783252427.355,1.153695,0.411153,0.890264,0.679385,150.998,108.5033,42.4392,0.0547,0.05429,1,1
2,16,1783252579.368,1.153483,0.421243,0.88836,0.678114,152.013,111.9066,39.8912,0.2149,0.214525,1,1
2,17,1783252733.663,1.151993,0.396178,0.891586,0.682031,154.295,108.8514,45.1853,0.2395,0.239148,1,1
2,18,1783252884.626,1.138246,0.411436,0.890317,0.685753,150.962,108.5032,42.4055,0.0534,0.053045,1,1
2,19,1783253036.364,1.150842,0.504272,0.832249,0.828171,151.738,106.3473,45.3345,0.056,0.055632,1,1
2,20,1783253190.932,1.15948,0.860735,0.840499,0.82675,154.567,113.5885,40.9244,0.0538,0.053456,2,1
2,21,1783253342.12,1.141983,0.473417,0.849701,0.826373,151.189,107.9776,43.0036,0.2069,0.206578,2,1
2,22,1783253491.126,1.13877,0.428329,0.89074,0.679299,149.005,107.2127,41.732,0.0603,0.059928,0,1
2,23,1783253645.474,1.13872,0.549352,0.853297,0.809431,154.348,110.2283,44.0626,0.0566,0.05623,2,1
2,24,1783253797.691,1.129636,0.451022,0.858745,0.824034,152.216,108.6468,43.52,0.049,0.048622,2,1
2,25,1783253950.548,1.137329,0.950988,0.841663,0.827127,152.857,112.4569,40.3458,0.0538,0.053453,2,1
2,26,1783254094.924,1.146364,0.524535,0.818816,0.849636,144.376,104.948,39.3441,0.0837,0.083341,1,1
