worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,global_test_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
7,1,1781981636.279,1.5901,4.120556,0.081676,0.033854,29.497,16.8589,12.5753,0.0515,0.05141,0,1
7,2,1781981666.361,1.276842,0.604,0.864297,0.577667,30.082,18.082,11.97,0.0219,0.02177,0,1
7,3,1781981696.53,1.215043,0.51971,0.877416,0.619121,30.169,18.2499,11.8904,0.0214,0.021276,0,1
7,4,1781981726.753,1.282809,3.976671,0.081958,0.034136,30.223,18.4465,11.7582,0.0181,0.017983,2,1
7,5,1781981757.064,1.201332,0.500215,0.875864,0.608506,30.311,18.6761,11.6069,0.0195,0.019367,0,1
7,6,1781981787.457,1.282291,4.097985,0.081958,0.034136,30.392,18.842,11.5305,0.0196,0.019478,1,1
7,7,1781981817.88,1.180567,0.456282,0.880096,0.606873,30.423,18.9787,11.4167,0.019,0.018862,0,1
7,8,1781981848.336,1.205973,3.163456,0.187615,0.081942,30.456,19.2324,11.2038,0.0199,0.019773,1,1
7,9,1781981878.772,1.222822,2.295837,0.596276,0.513783,30.435,19.3693,11.0427,0.0231,0.022987,1,1
7,10,1781981909.202,1.162828,0.926112,0.886726,0.658195,30.43,19.4601,10.9482,0.0215,0.021367,1,1
7,11,1781981939.695,1.13877,1.19489,0.853153,0.632946,30.493,19.5163,10.9537,0.0226,0.022479,0,1
7,12,1781981970.455,1.131889,0.389132,0.898575,0.670035,30.76,19.5961,11.1365,0.0179,0.017121,0,1
7,13,1781982000.93,1.105431,0.363643,0.903795,0.670404,30.475,19.6445,10.8012,0.0217,0.021609,0,1
7,14,1781982027.307,1.113225,0.867293,0.898857,0.666565,26.377,17.3017,9.0558,0.0196,0.019469,1,1
7,15,1781982053.385,1.120529,0.429738,0.894343,0.728847,26.077,16.6044,9.4531,0.0197,0.019566,3,1
7,16,1781982078.762,1.106648,0.363824,0.902525,0.676834,25.377,15.5779,9.7744,0.0243,0.02412,1,1
7,17,1781982105.346,1.102346,0.80982,0.891945,0.67144,26.584,16.7957,9.7686,0.0195,0.019399,1,1
7,18,1781982131.94,1.084205,0.388993,0.907744,0.681105,26.593,16.7483,9.8259,0.0189,0.018791,1,1
7,19,1781982157.414,1.091635,0.38856,0.906757,0.669195,25.474,16.0252,9.4296,0.019,0.018919,0,1
7,20,1781982184.038,1.094043,0.643935,0.766399,0.880664,26.624,17.0238,9.5834,0.0167,0.016568,2,1
7,21,1781982210.697,1.077775,0.395497,0.907039,0.688226,26.659,17.0231,9.616,0.0194,0.019242,1,1
7,22,1781982237.179,1.092005,1.347364,0.801947,0.701408,26.482,17.0576,9.4068,0.0173,0.0172,2,1
