worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,global_test_accuracy,global_test_macro_precision,global_test_macro_recall,global_test_macro_f1,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
1,1,1783644249.647,1.662302,4.127037,0.006509,0.000105,0.016129,0.000209,0.008259,0.000133,0.016129,0.000264,279.293,166.224,112.7888,0.2473,0.061764,0,4
1,2,1783644470.865,1.458421,4.056801,0.046925,0.000757,0.016129,0.001446,0.034136,0.000551,0.016129,0.001065,221.217,120.0449,100.9129,0.2379,0.059388,4,4
1,3,1783644687.443,1.340903,4.153662,0.046925,0.000757,0.016129,0.001446,0.034136,0.000551,0.016129,0.001065,216.578,118.3294,98.0383,0.2097,0.052311,4,4
1,4,1783644906.601,1.274786,1.546474,0.72694,0.722264,0.505524,0.531993,0.62102,0.687552,0.461529,0.474254,219.158,115.2867,103.6315,0.2239,0.05587,4,4
1,5,1783645111.96,1.23101,1.291211,0.786139,0.767348,0.618602,0.627614,0.695268,0.714127,0.571409,0.576941,205.358,115.2629,89.8546,0.1969,0.049143,4,4
1,6,1783645322.216,1.198016,1.143526,0.786077,0.732649,0.678961,0.669575,0.686922,0.67072,0.628889,0.603862,210.256,118.8607,90.6923,0.6842,0.170849,3,4
1,7,1783645524.21,1.17621,0.493945,0.888235,0.836097,0.749493,0.764662,0.829215,0.782568,0.71001,0.718635,201.994,115.5274,86.2343,0.2101,0.052427,5,4
1,8,1783645728.685,1.15342,1.41281,0.797669,0.738525,0.690559,0.674427,0.70922,0.68335,0.64976,0.622788,204.475,118.8133,85.4401,0.2212,0.055191,3,4
1,9,1783645931.678,1.132404,0.41882,0.873667,0.815728,0.754309,0.761741,0.807719,0.758756,0.720211,0.715076,202.993,116.2635,86.4955,0.2157,0.053821,4,4
1,10,1783646143.122,1.119064,0.415023,0.869762,0.819878,0.765537,0.770653,0.801682,0.764822,0.728352,0.719349,211.444,115.0142,96.1896,0.2117,0.052821,4,4
1,11,1783646356.482,1.115197,0.434974,0.870382,0.823741,0.771222,0.775511,0.801383,0.763349,0.73331,0.7214,213.36,114.5501,98.5992,0.2101,0.05242,4,4
1,12,1783646561.828,1.107208,0.42373,0.866353,0.815569,0.770176,0.771887,0.798887,0.758885,0.737966,0.721526,205.345,114.48,90.6358,0.2292,0.057203,4,4
1,13,1783646780.059,1.090264,0.417372,0.879618,0.832507,0.775863,0.782771,0.812579,0.774835,0.739103,0.731129,218.231,113.6034,104.4098,0.2176,0.054305,4,4
1,14,1783646988.668,1.082422,1.156707,0.84602,0.795394,0.73432,0.721073,0.780539,0.748631,0.710725,0.684254,208.609,118.2738,90.108,0.2264,0.056514,4,4
1,15,1783647206.823,1.076062,0.369933,0.884577,0.827592,0.778573,0.782178,0.822621,0.777585,0.745773,0.733689,218.155,112.7974,105.1187,0.2197,0.054824,3,4
1,16,1783647419.036,1.075932,0.689779,0.83914,0.799492,0.752253,0.739322,0.760613,0.745644,0.724671,0.691079,212.212,118.6758,93.3168,0.2188,0.054585,5,4
1,17,1783647638.699,1.071135,0.383709,0.888545,0.831537,0.794692,0.797829,0.826161,0.780696,0.761305,0.749316,219.662,114.1056,105.3272,0.229,0.057139,3,4
1,18,1783647849.869,1.071487,0.468143,0.841805,0.804019,0.764618,0.750496,0.760016,0.752238,0.732478,0.695277,211.17,116.1646,94.7939,0.2113,0.05273,5,4
1,19,1783648069.206,1.063109,0.381785,0.893318,0.829455,0.798001,0.799997,0.833023,0.780954,0.769635,0.755457,219.337,113.939,105.169,0.2281,0.05693,3,4
1,20,1783648278.664,1.057986,0.465889,0.833685,0.799082,0.770216,0.74832,0.750037,0.745378,0.738652,0.691413,209.458,114.2878,94.9573,0.2121,0.052917,6,4
1,21,1783648494.074,1.055644,0.380531,0.885631,0.832159,0.796366,0.796906,0.82368,0.776718,0.763992,0.747187,215.41,112.0034,103.197,0.2094,0.052254,4,4
1,22,1783648697.366,1.052455,0.398693,0.865237,0.820927,0.78074,0.776365,0.799546,0.773452,0.753127,0.733234,203.292,112.1594,90.9203,0.2114,0.052753,4,4
1,23,1783648916.976,1.047639,0.461302,0.867468,0.813994,0.784573,0.778087,0.795181,0.764798,0.753496,0.727608,219.61,114.089,105.3083,0.2125,0.053037,3,4
1,24,1783649124.471,1.046684,0.467761,0.846206,0.815344,0.77638,0.764403,0.76742,0.761281,0.745273,0.710917,207.494,113.4308,93.8409,0.2219,0.055368,5,4
