worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
1,1,1780398605.883,3.801149,4.131575,0.005032,2.012,1.246,0.6631,0.1029,0.033413,0,3
1,2,1780398608.024,2.839668,3.84231,0.053182,2.141,1.4351,0.6007,0.105,0.033942,3,3
1,3,1780398610.288,2.648144,3.675995,0.054669,2.264,1.5939,0.5824,0.0873,0.028283,4,3
1,4,1780398612.562,3.017634,3.769644,0.053182,2.273,1.5912,0.5862,0.0955,0.030845,2,3
1,5,1780398614.788,2.465862,2.656109,0.441985,2.226,1.5913,0.5538,0.0805,0.026065,3,3
1,6,1780398617.049,2.197186,1.966258,0.54246,2.262,1.5882,0.5893,0.0838,0.027106,2,3
1,7,1780398619.38,2.077669,1.733883,0.619146,2.33,1.5306,0.6808,0.1185,0.0388,3,3
1,8,1780398621.645,1.971382,1.541083,0.656259,2.265,1.5442,0.6382,0.0825,0.026628,3,3
1,9,1780398623.85,1.905578,1.449801,0.65826,2.204,1.4751,0.6474,0.0815,0.026403,2,3
1,10,1780398626.06,1.809531,1.30879,0.700635,2.21,1.4665,0.6557,0.0872,0.028201,3,3
1,11,1780398628.254,1.745174,1.248295,0.731343,2.194,1.4974,0.6136,0.0828,0.026734,2,3
1,12,1780398630.488,1.666203,1.141613,0.737862,2.234,1.5774,0.5697,0.0861,0.027864,5,3
1,13,1780398632.748,1.654484,1.054693,0.76411,2.26,1.609,0.5691,0.0817,0.026426,2,3
1,14,1780398634.987,1.585464,1.010892,0.773832,2.239,1.5737,0.5737,0.0913,0.02959,2,3
1,15,1780398637.264,1.566279,0.93405,0.784411,2.277,1.6321,0.5576,0.0874,0.028278,4,3
1,16,1780398639.523,1.520299,0.89523,0.794705,2.258,1.5792,0.5927,0.086,0.027613,4,3
1,17,1780398641.813,1.506639,0.853254,0.802711,2.291,1.5388,0.6567,0.0949,0.030097,3,3
1,18,1780398644.076,1.478989,0.822444,0.803168,2.262,1.5597,0.6116,0.0908,0.02949,4,3
1,19,1780398646.331,1.453889,0.785661,0.809859,2.256,1.5384,0.6314,0.0855,0.027687,4,3
1,20,1780398648.605,1.451084,0.767599,0.817579,2.273,1.5318,0.6587,0.0824,0.02669,4,3
1,21,1780398650.882,1.441318,0.732741,0.818951,2.277,1.5562,0.6144,0.1062,0.025434,6,3
1,22,1780398653.198,1.377427,0.727038,0.829645,2.316,1.5797,0.6173,0.1184,0.028426,3,3
1,23,1780398655.496,1.377877,0.681035,0.833991,2.298,1.5397,0.6339,0.1237,0.029441,4,3
1,24,1780398657.742,1.399988,0.668006,0.835592,2.246,1.543,0.5854,0.1171,0.028097,3,3
1,25,1780398660.032,1.369553,0.649421,0.839195,2.29,1.5564,0.6221,0.1109,0.026579,3,3
1,26,1780398662.33,1.362257,0.635949,0.841711,2.298,1.526,0.648,0.1239,0.029844,4,3
1,27,1780398664.568,1.357165,0.635277,0.843484,2.238,1.4917,0.634,0.1122,0.026927,5,3
1,28,1780398666.815,1.323531,0.625134,0.836907,2.246,1.5205,0.6387,0.0867,0.028075,3,3
1,29,1780398669.054,1.328286,0.598706,0.84743,2.239,1.5786,0.5465,0.1141,0.027401,4,3
1,30,1780398671.313,1.31455,0.584083,0.851432,2.258,1.599,0.5473,0.1116,0.026683,3,3
1,31,1780398673.599,1.301041,0.568704,0.852347,2.286,1.5803,0.5974,0.1082,0.025719,2,3
1,32,1780398675.83,1.299145,0.561974,0.854235,2.231,1.6022,0.5424,0.0857,0.027382,3,3
1,33,1780398678.113,1.320096,0.565625,0.853834,2.284,1.6199,0.5499,0.1135,0.027275,4,3
1,34,1780398680.456,1.294556,0.54741,0.856694,2.342,1.5833,0.6382,0.1206,0.028896,4,3
1,35,1780398682.719,1.280442,0.540733,0.854349,2.263,1.5359,0.6196,0.107,0.025279,5,3
1,36,1780398684.962,1.283681,0.525025,0.858638,2.243,1.5045,0.6276,0.111,0.026272,4,3
1,37,1780398687.209,1.267995,0.533509,0.860754,2.247,1.5222,0.6393,0.0847,0.027405,2,3
1,38,1780398689.423,1.272341,0.524395,0.861783,2.214,1.5444,0.5854,0.0839,0.027112,4,3
1,39,1780398691.688,1.27633,0.532881,0.863441,2.265,1.5443,0.605,0.1155,0.027643,4,3
1,40,1780398693.957,1.255746,0.510276,0.864242,2.268,1.5295,0.6521,0.0864,0.027852,3,3
1,41,1780398696.185,1.267314,0.508239,0.858695,2.228,1.5403,0.5815,0.1062,0.02542,3,3
1,42,1780398698.444,1.255903,0.509395,0.862012,2.258,1.5826,0.5655,0.1097,0.026361,5,3
1,43,1780398700.693,1.257701,0.506541,0.868016,2.25,1.502,0.6296,0.1178,0.028279,3,3
1,44,1780398702.941,1.243597,0.486981,0.868417,2.248,1.5291,0.6066,0.1118,0.026842,3,3
