worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
3,1,1780399364.371,2.473327,4.122725,0.00502,6.295,0.7685,5.3214,0.2051,0.067483,0,3
3,2,1780399373.504,1.877253,3.650534,0.064328,9.132,1.7372,7.3036,0.0914,0.029619,1,3
3,3,1780399382.647,1.942062,3.79543,0.064328,9.143,1.6485,7.4023,0.092,0.029761,3,3
3,4,1780399391.769,1.624837,3.449158,0.064529,9.122,1.5361,7.4978,0.0875,0.028316,2,3
3,5,1780399400.893,1.489338,1.324834,0.766383,9.123,1.4813,7.5609,0.0804,0.025938,2,3
3,6,1780399409.958,1.457028,1.098695,0.78372,9.065,1.5234,7.4568,0.0842,0.027199,3,3
3,7,1780399418.995,1.405117,0.688987,0.803066,9.037,1.5865,7.359,0.0915,0.029653,1,3
3,8,1780399428.065,1.379996,0.664483,0.808622,9.07,1.64,7.3415,0.0879,0.028488,2,3
3,9,1780399437.175,1.344367,0.616927,0.823549,9.11,1.6543,7.3755,0.0795,0.02559,2,3
3,10,1780399446.301,1.333023,0.595032,0.82703,9.126,1.6547,7.3799,0.0907,0.029439,2,3
3,11,1780399455.548,1.320847,0.576149,0.825825,9.247,1.681,7.47,0.0959,0.031135,4,3
3,12,1780399464.754,1.311449,0.573988,0.821608,9.205,1.7257,7.3914,0.0879,0.028293,3,3
3,13,1780399473.944,1.290734,0.553639,0.834059,9.19,1.7585,7.3391,0.0925,0.02992,3,3
3,14,1780399483.198,1.286063,0.540323,0.838878,9.253,1.7961,7.3685,0.0885,0.028649,2,3
3,15,1780399492.479,1.277086,0.534875,0.836201,9.281,1.7706,7.4248,0.0851,0.027453,3,3
3,16,1780399501.783,1.268853,0.539148,0.833389,9.304,1.7423,7.4721,0.0892,0.028604,3,3
3,17,1780399511.118,1.260951,0.526809,0.835665,9.335,1.6687,7.5808,0.0855,0.027645,2,3
3,18,1780399520.374,1.251753,0.508328,0.842292,9.255,1.597,7.5705,0.0877,0.028345,3,3
3,19,1780399529.719,1.250134,0.520097,0.837405,9.345,1.5346,7.7175,0.0922,0.029922,4,3
3,20,1780399539.097,1.249519,0.519081,0.836535,9.371,1.5414,7.7322,0.0975,0.031655,3,3
3,21,1780399548.265,1.236339,0.492802,0.84758,9.168,1.5516,7.5184,0.0975,0.031709,2,3
3,22,1780399557.353,1.242735,0.500291,0.842761,9.089,1.5551,7.4397,0.0935,0.030295,2,3
3,23,1780399566.392,1.229938,0.507603,0.841355,9.039,1.5942,7.3547,0.0893,0.028901,3,3
3,24,1780399575.489,1.23184,0.488592,0.849187,9.097,1.599,7.4053,0.092,0.029829,3,3
