round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
1,0.008499,0.010932,0.002716,0.035355,4.13028,8,0.010943,0.011854,140.2511,96.9379,0.1333
2,0.649909,0.38514,0.017718,0.888162,1.452029,8,0.476489,0.289189,105.8843,94.0823,0.0714
3,0.271662,0.380221,0.032514,0.895182,3.140773,8,0.210879,0.318415,106.8492,97.3955,0.0672
4,0.438667,0.414982,0.036375,0.888782,2.428062,8,0.403061,0.397531,106.0873,93.0509,0.0638
5,0.464368,0.392353,0.061583,0.884852,2.327412,8,0.37856,0.350515,106.7662,98.4133,0.0615
6,0.564515,0.404352,0.017718,0.879395,1.895468,8,0.476954,0.370681,106.9506,101.6844,0.0642
7,0.454086,0.439526,0.008887,0.904476,2.383825,8,0.404079,0.400655,108.7207,92.3852,0.0585
8,0.587165,0.390528,0.009385,0.904276,1.775926,8,0.475734,0.334385,105.4054,92.0019,0.0555
9,0.535794,0.375021,0.011487,0.909423,2.138531,8,0.473863,0.372489,105.6087,96.291,0.0604
10,0.754632,0.235693,0.198832,0.904435,1.272049,8,0.607926,0.173586,104.7979,97.7919,0.0564
11,0.752591,0.210181,0.254338,0.881356,1.267181,8,0.625412,0.24064,105.0117,94.6329,0.0575
12,0.659671,0.350854,0.079703,0.914288,1.581728,8,0.555562,0.335183,105.1998,93.5871,0.0959
13,0.83689,0.174322,0.406487,0.914492,0.684339,8,0.689469,0.2232,104.5187,96.5057,0.0632
14,0.873156,0.031656,0.808089,0.912891,0.590136,8,0.725133,0.097026,103.8316,94.7396,0.0564
15,0.871076,0.022266,0.837458,0.908424,0.504608,8,0.742278,0.091226,103.7053,97.0706,0.0608
16,0.858046,0.04833,0.78288,0.915829,1.068301,8,0.732771,0.10393,106.0152,97.6458,0.0527
17,0.875471,0.050719,0.758979,0.923532,0.706732,8,0.729144,0.09283,104.893,96.1788,0.0572
18,0.900326,0.016961,0.874858,0.92556,0.494352,8,0.754714,0.106339,105.4249,91.7752,0.0558
19,0.841487,0.113663,0.564385,0.916879,0.902763,8,0.701033,0.093854,105.9035,95.2467,0.0767
20,0.902465,0.014534,0.881782,0.917837,0.437424,8,0.749064,0.10791,103.7726,95.7861,0.0671
21,0.860004,0.055412,0.762852,0.914789,0.792114,8,0.753597,0.102567,106.2047,95.024,0.0636
22,0.897308,0.028205,0.841434,0.92337,0.405821,8,0.784829,0.093756,105.7585,97.7362,0.0567
23,0.86892,0.053856,0.792636,0.923451,0.597228,8,0.798858,0.093161,105.8604,89.6973,0.0603
24,0.901206,0.023308,0.859501,0.924992,0.387648,8,0.783693,0.096131,104.0758,94.254,0.0558
25,0.894965,0.01954,0.865808,0.918344,0.39793,8,0.801763,0.086038,104.8742,94.3762,0.0727
26,0.873196,0.05266,0.748004,0.915284,0.630952,8,0.714063,0.127179,105.3376,98.0747,0.0577
27,0.877759,0.025423,0.838956,0.921825,0.547982,8,0.762968,0.062109,106.1469,93.2965,0.0831
28,0.853239,0.038431,0.818882,0.92007,0.680208,8,0.777721,0.057929,104.7766,96.438,0.0553
29,0.885182,0.036056,0.838764,0.929938,0.459379,8,0.816273,0.066958,104.8293,98.9888,0.0621
30,0.907218,0.020802,0.870112,0.927181,0.489727,7,0.800138,0.11203,106.0833,100.956,0.063
31,0.901273,0.016322,0.879206,0.918922,0.400545,6,0.777224,0.10383,104.4951,93.445,0.0543
32,0.885286,0.046208,0.795241,0.917285,0.467344,6,0.788738,0.089091,106.7288,99.46,0.0625
33,0.814653,0.181456,0.49108,0.917677,0.81766,5,0.655135,0.118739,106.0759,94.527,0.0561
34,0.845172,0.126623,0.699303,0.926776,0.679674,3,0.693758,0.196696,103.5311,98.9955,0.0603
35,0.869984,0.031006,0.84177,0.903179,0.529188,3,0.836964,0.021181,104.2915,88.5535,0.0731
36,0.896667,0.016548,0.884965,0.908368,0.398574,2,0.782133,0.117127,101.5765,87.6269,0.0658
37,0.892231,0.004702,0.888906,0.895556,0.429798,2,0.772582,0.112624,103.3777,90.9637,0.0578
38,0.866715,0.020451,0.852254,0.881176,0.508692,2,0.744652,0.0924,104.0638,88.9608,0.0354
39,0.930182,0.0,0.930182,0.930182,0.370731,1,0.891427,0.0,106.1785,95.0477,0.0004
40,0.865877,0.0,0.865877,0.865877,0.941681,1,0.816662,0.0,107.7099,95.1172,0.0003
41,0.907071,0.0,0.907071,0.907071,0.696382,1,0.86453,0.0,106.4872,94.6469,0.0003
42,0.930263,0.0,0.930263,0.930263,0.289924,1,0.890846,0.0,106.2352,94.5369,0.0003
43,0.932452,0.0,0.932452,0.932452,0.293823,1,0.895031,0.0,104.5099,95.3526,0.0003
44,0.930993,0.0,0.930993,0.930993,0.357092,1,0.89416,0.0,106.9213,95.6277,0.0004
45,0.849254,0.0,0.849254,0.849254,0.840033,1,0.804877,0.0,108.8319,94.9788,0.0003
46,0.93083,0.0,0.93083,0.93083,0.287744,1,0.892511,0.0,104.2359,94.5399,0.0003
47,0.701508,0.0,0.701508,0.701508,1.364787,1,0.649575,0.0,110.542,94.9877,0.0003
48,0.931885,0.0,0.931885,0.931885,0.298033,1,0.896122,0.0,104.9576,95.3726,0.0003
49,0.933587,0.0,0.933587,0.933587,0.281115,1,0.894434,0.0,105.4561,95.9871,0.0006
50,0.931479,0.0,0.931479,0.931479,0.297265,1,0.894607,0.0,104.5799,95.83,0.0003
51,0.936182,0.0,0.936182,0.936182,0.315934,1,0.898014,0.0,105.4345,95.1105,0.0003
52,0.926776,0.0,0.926776,0.926776,0.356494,1,0.890564,0.0,105.3732,95.5086,0.0006
53,0.931479,0.0,0.931479,0.931479,0.326357,1,0.891953,0.0,106.6411,95.196,0.0003
54,0.932533,0.0,0.932533,0.932533,0.293537,1,0.89339,0.0,105.61,93.6872,0.0003
55,0.937155,0.0,0.937155,0.937155,0.284499,1,0.899247,0.0,103.713,93.4992,0.0003
56,0.930101,0.0,0.930101,0.930101,0.334074,1,0.891953,0.0,105.6606,94.8691,0.0003
57,0.69567,0.0,0.69567,0.69567,1.468974,1,0.646733,0.0,107.6292,95.3515,0.0004
58,0.93602,0.0,0.93602,0.93602,0.282127,1,0.89741,0.0,104.1868,93.5998,0.0003
