worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,global_test_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
1,1,1781977770.252,1.937212,4.126837,0.005517,0.008369,9.505,7.0933,2.3695,0.0338,0.033714,0,1
1,2,1781977779.398,1.547088,3.801782,0.024826,0.039083,9.146,6.9442,2.174,0.0199,0.019797,1,1
1,3,1781977788.445,1.415292,0.757474,0.827485,0.671464,9.046,7.0439,1.9705,0.0226,0.02247,0,1
1,4,1781977797.651,1.353669,1.454886,0.676763,0.472023,9.206,7.2729,1.9133,0.0197,0.019588,0,1
1,5,1781977806.883,1.364174,2.095419,0.57161,0.460497,9.232,7.3221,1.8907,0.019,0.018858,2,1
1,6,1781977816.126,1.338771,0.636023,0.812645,0.820422,9.243,7.3489,1.8667,0.0199,0.019777,1,1
1,7,1781977825.356,1.296887,0.646529,0.84856,0.798934,9.229,7.3508,1.8595,0.0184,0.018297,2,1
1,8,1781977834.549,1.277644,0.537525,0.865221,0.717188,9.193,7.3557,1.8112,0.0192,0.019135,0,1
1,9,1781977843.809,1.25029,0.55489,0.870959,0.715579,9.26,7.4303,1.8106,0.019,0.018845,0,1
1,10,1781977853.059,1.223034,0.481096,0.871676,0.670043,9.25,7.43,1.7917,0.0198,0.019731,1,1
1,11,1781977862.301,1.225167,0.527152,0.839954,0.849063,9.242,7.3094,1.9096,0.0226,0.022533,1,1
1,12,1781977871.51,1.228082,0.972564,0.82252,0.845122,9.208,7.1971,1.99,0.0205,0.020386,1,1
1,13,1781977880.566,1.214133,0.44644,0.875648,0.705702,9.056,7.2033,1.8268,0.0183,0.018241,0,1
1,14,1781977889.714,1.216402,1.027263,0.834326,0.687582,9.148,7.3805,1.7473,0.02,0.019892,0,1
1,15,1781977898.98,1.208949,0.440202,0.879069,0.711606,9.265,7.4882,1.7503,0.0193,0.019204,0,1
1,16,1781977908.248,1.194709,0.477192,0.863125,0.843638,9.268,7.4991,1.7487,0.0197,0.019619,1,1
1,17,1781977917.508,1.18232,0.439648,0.874159,0.816371,9.26,7.4564,1.7748,0.0209,0.020838,2,1
1,18,1781977926.759,1.17724,0.418151,0.884255,0.731477,9.251,7.4673,1.7576,0.0181,0.017984,0,1
1,19,1781977936.025,1.185949,0.615262,0.856284,0.857786,9.267,7.4923,1.7553,0.0187,0.018571,1,1
1,20,1781977945.3,1.159651,0.438328,0.872835,0.831571,9.275,7.49,1.7667,0.0179,0.017817,2,1
1,21,1781977954.6,1.18338,0.506503,0.843429,0.871784,9.3,7.4585,1.8227,0.0182,0.018073,1,1
1,22,1781977963.936,1.152289,0.435989,0.8778,0.836486,9.336,7.3321,1.9852,0.0181,0.017956,2,1
1,23,1781977973.102,1.153963,0.444309,0.873883,0.830401,9.167,7.2266,1.9212,0.0185,0.01836,2,1
1,24,1781977982.188,1.150441,0.432684,0.886958,0.699783,9.085,7.3015,1.7638,0.0198,0.019738,1,1
1,25,1781977991.423,1.15122,0.431954,0.886351,0.694271,9.235,7.4551,1.7612,0.0182,0.018093,1,1
1,26,1781978000.663,1.156454,1.697335,0.77353,0.549913,9.24,7.4638,1.7578,0.0178,0.017741,0,1
1,27,1781978009.965,1.149483,0.47168,0.852477,0.868832,9.302,7.5269,1.7543,0.0207,0.020619,1,1
