worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
2,1,1780400153.189,1.860991,4.126279,0.020095,9.549,2.0223,7.45,0.0768,0.024382,0,3
2,2,1780400162.74,1.590352,4.135545,0.034997,9.55,2.1979,7.2807,0.0712,0.022888,2,3
2,3,1780400172.228,1.554091,4.151021,0.020095,9.489,2.2065,7.2139,0.0678,0.021726,4,3
2,4,1780400181.71,1.439558,2.869675,0.22593,9.482,2.2294,7.1818,0.0703,0.022291,3,3
2,5,1780400191.252,1.397526,3.147523,0.113437,9.541,2.2221,7.2495,0.0696,0.022322,3,3
2,6,1780400200.941,1.353299,1.053703,0.770135,9.689,2.1345,7.4872,0.0669,0.021461,3,3
2,7,1780400210.557,1.310834,1.476847,0.750826,9.615,2.0847,7.4648,0.0656,0.02106,3,3
2,8,1780400220.136,1.304566,0.815825,0.82764,9.579,2.0879,7.4214,0.0698,0.022442,4,3
2,9,1780400229.842,1.278775,0.503293,0.841387,9.705,2.1271,7.4981,0.0799,0.025858,4,3
2,10,1780400239.489,1.264531,0.530509,0.844378,9.647,2.1311,7.441,0.0748,0.024126,4,3
2,11,1780400249.314,1.251074,0.777857,0.8374,9.825,2.2071,7.549,0.0688,0.022126,3,3
2,12,1780400258.946,1.240955,0.523351,0.846109,9.632,2.241,7.3141,0.0764,0.024646,3,3
2,13,1780400268.454,1.235033,0.520781,0.846739,9.508,2.2442,7.1967,0.0667,0.020882,2,3
2,14,1780400277.93,1.23263,0.467662,0.848051,9.475,2.2596,7.1504,0.0651,0.020872,4,3
2,15,1780400287.441,1.225414,0.554096,0.843748,9.511,2.2455,7.2021,0.0636,0.020394,2,3
2,16,1780400296.958,1.221229,0.506621,0.852353,9.516,2.1731,7.2699,0.0728,0.023396,3,3
2,17,1780400306.39,1.207451,0.798151,0.847421,9.432,2.1395,7.2196,0.0729,0.023518,4,3
2,18,1780400315.864,1.208579,0.467388,0.84931,9.473,2.183,7.2194,0.0705,0.022669,5,3
2,19,1780400325.707,1.203818,0.463936,0.855134,9.843,2.2993,7.4722,0.0711,0.022846,2,3
2,20,1780400335.498,1.200131,0.455605,0.854609,9.791,2.3024,7.4151,0.0731,0.023568,4,3
2,21,1780400345.102,1.203762,0.48788,0.856341,9.604,2.3056,7.2296,0.068,0.021851,2,3
2,22,1780400354.627,1.189725,0.50885,0.856761,9.525,2.2564,7.1977,0.0708,0.022758,4,3
2,23,1780400364.166,1.192048,0.508428,0.856708,9.539,2.2601,7.2051,0.0733,0.023613,3,3
2,24,1780400373.744,1.184909,0.59123,0.856026,9.578,2.2677,7.2387,0.0711,0.022869,2,3
2,25,1780400383.345,1.191445,0.450797,0.861955,9.601,2.2783,7.2424,0.0799,0.025328,2,3
2,26,1780400392.925,1.185962,0.45388,0.860801,9.58,2.2058,7.3006,0.0732,0.023656,3,3
2,27,1780400402.469,1.176867,0.739733,0.84994,9.543,2.1078,7.3597,0.0757,0.02434,3,3
2,28,1780400411.954,1.17904,0.451097,0.860906,9.485,2.1005,7.3153,0.0692,0.022219,4,3
2,29,1780400421.448,1.171768,0.554353,0.855606,9.494,2.1357,7.2887,0.069,0.022205,2,3
2,30,1780400430.97,1.174127,0.457035,0.855606,9.522,2.109,7.3374,0.0755,0.02426,2,3
2,31,1780400440.494,1.176587,0.46311,0.860328,9.524,2.1029,7.3533,0.0675,0.02163,3,3
2,32,1780400450.071,1.165596,0.469311,0.859436,9.577,2.1326,7.3709,0.0728,0.023434,3,3
2,33,1780400459.61,1.164945,0.455551,0.859541,9.539,2.1374,7.327,0.0741,0.023906,4,3
2,34,1780400469.122,1.165793,0.450833,0.862165,9.512,2.1315,7.3077,0.0728,0.023482,1,3
