worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,global_test_accuracy,global_test_macro_precision,global_test_macro_recall,global_test_macro_f1,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
1,1,1783673419.585,1.701707,4.128862,0.003163,0.001209,0.017031,0.001072,0.002716,0.000978,0.016714,0.000789,250.268,150.1433,99.3814,0.7214,0.10289,0,7
1,2,1783673653.663,1.317329,0.523933,0.863283,0.744189,0.675033,0.678015,0.823437,0.714855,0.646939,0.64522,234.077,118.5691,115.0029,0.4378,0.062366,0,7
1,3,1783673842.5,1.424579,4.065563,0.036653,0.000591,0.016129,0.001141,0.034136,0.000551,0.016129,0.001065,188.835,108.5651,79.8849,0.3849,0.054926,9,7
1,4,1783674038.294,1.297069,2.113162,0.624311,0.656408,0.397918,0.42542,0.575414,0.652264,0.379481,0.400577,195.793,103.0037,92.4104,0.3783,0.053993,5,7
1,5,1783674245.954,1.243727,2.156194,0.644097,0.704323,0.47016,0.50912,0.599885,0.690054,0.453307,0.493114,207.66,107.7617,99.4848,0.4135,0.059014,7,7
1,6,1783674431.266,1.205897,0.574088,0.814385,0.811481,0.704349,0.710476,0.767655,0.749867,0.674943,0.673508,185.311,103.3812,81.53,0.3996,0.057025,7,7
1,7,1783674614.736,1.179341,0.501918,0.83928,0.809536,0.730322,0.736625,0.792527,0.761893,0.702277,0.701641,183.47,101.894,81.1315,0.4261,0.060816,7,7
1,8,1783674814.57,1.155185,0.496265,0.83782,0.809015,0.738135,0.744153,0.792488,0.765591,0.71333,0.711408,199.833,102.8284,96.6017,0.3841,0.054812,7,7
1,9,1783675014.641,1.145879,1.415315,0.81771,0.798913,0.702009,0.696435,0.769665,0.745098,0.672136,0.660899,200.071,107.3483,92.354,0.3678,0.052483,7,7
1,10,1783675219.19,1.12853,0.484469,0.834496,0.807752,0.751446,0.749514,0.788861,0.760944,0.725505,0.714238,204.549,104.2372,99.9233,0.3705,0.052874,7,7
1,11,1783675399.557,1.119873,0.458374,0.851687,0.824869,0.759875,0.759593,0.804343,0.762638,0.734317,0.722643,180.367,99.5422,80.4257,0.38,0.054223,7,7
1,12,1783675580.416,1.116048,0.510072,0.817467,0.791002,0.742796,0.729235,0.77301,0.749719,0.726972,0.700949,180.859,100.8811,79.6047,0.3731,0.053247,5,7
1,13,1783675776.418,1.09968,0.446541,0.850714,0.806037,0.76507,0.762665,0.805686,0.765162,0.743042,0.729827,196.001,98.7944,96.811,0.3772,0.053831,7,7
1,14,1783675969.771,1.09434,0.44834,0.846578,0.823605,0.768007,0.764938,0.803291,0.773413,0.742043,0.730372,193.353,100.1914,92.7872,0.3739,0.053351,7,7
1,15,1783676169.628,1.083697,0.401785,0.88469,0.843468,0.790098,0.795832,0.840466,0.789117,0.763183,0.759881,199.857,100.6381,98.83,0.3704,0.052852,6,7
1,16,1783676353.272,1.093819,0.514864,0.852579,0.813088,0.773852,0.769765,0.807484,0.767773,0.744694,0.728414,183.644,103.1524,80.1119,0.3792,0.054113,6,7
1,17,1783676536.125,1.083285,0.448596,0.85712,0.830215,0.778698,0.774297,0.814236,0.784159,0.757132,0.745409,182.852,102.0187,80.4578,0.3754,0.053575,5,7
1,18,1783676738.534,1.07463,1.282228,0.791437,0.775334,0.720443,0.701605,0.743961,0.749546,0.693307,0.666245,202.408,104.8011,97.2164,0.3906,0.05574,6,7
1,19,1783676933.89,1.073173,0.433708,0.858741,0.807387,0.778639,0.770759,0.817148,0.773599,0.760244,0.742187,195.356,101.5454,93.41,0.3997,0.057042,7,7
1,20,1783677139.658,1.072299,0.447924,0.852984,0.806792,0.781023,0.770646,0.809627,0.777894,0.761514,0.740298,205.768,103.9486,101.443,0.376,0.053659,7,7
1,21,1783677325.937,1.064138,0.500942,0.83709,0.796038,0.773616,0.756398,0.793941,0.764206,0.754495,0.72765,186.279,104.7907,81.1129,0.3753,0.053557,7,7
1,22,1783677509.828,1.07028,0.529822,0.797275,0.781984,0.753304,0.721484,0.751937,0.745454,0.736416,0.690567,183.891,102.7414,80.7828,0.3657,0.052193,6,7
1,23,1783677713.803,1.062255,0.525433,0.829468,0.798461,0.767877,0.751659,0.78521,0.75711,0.74688,0.717127,203.975,104.3651,99.2326,0.3765,0.053728,7,7
1,24,1783677913.605,1.057552,0.456557,0.867256,0.816133,0.790411,0.781649,0.823971,0.77891,0.768797,0.748952,199.802,105.1908,94.2407,0.3702,0.049867,6,6
