worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,global_test_accuracy,global_test_macro_precision,global_test_macro_recall,global_test_macro_f1,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
3,1,1783647221.458,1.664548,4.121017,0.005827,9.4e-05,0.016129,0.000187,0.00245,4e-05,0.016129,7.9e-05,251.165,150.4464,100.5624,0.1293,0.128901,0,1
3,2,1783647423.912,1.346387,0.595772,0.838263,0.714595,0.611437,0.632417,0.572171,0.597192,0.496051,0.458098,202.453,102.5409,99.766,0.1246,0.124268,0,1
3,3,1783647611.457,1.450256,4.036917,0.079103,0.001276,0.016129,0.002365,0.034136,0.000551,0.016129,0.001065,187.544,107.9925,79.477,0.0738,0.073429,2,1
3,4,1783647810.139,1.376556,3.957106,0.054295,0.015175,0.024286,0.0056,0.032496,0.011018,0.027718,0.003916,198.683,106.2114,92.422,0.0488,0.048412,1,1
3,5,1783647994.245,1.349929,4.207606,0.079103,0.001276,0.016129,0.002365,0.034136,0.000551,0.016129,0.001065,184.105,104.8493,79.1969,0.0585,0.058196,1,1
3,6,1783648213.372,1.359981,4.243921,0.074777,0.001959,0.02076,0.003518,0.036288,0.000912,0.017681,0.001728,219.127,111.6271,107.4348,0.0643,0.063898,2,1
3,7,1783648428.014,1.250777,0.561479,0.86775,0.750456,0.689017,0.690929,0.645343,0.643066,0.604291,0.553248,214.642,107.7121,106.8569,0.0521,0.051688,0,1
3,8,1783648643.401,1.229066,1.531515,0.741238,0.679825,0.487814,0.516209,0.458236,0.599089,0.412837,0.39206,215.387,109.1676,106.1564,0.0627,0.062259,0,1
3,9,1783648847.442,1.220247,0.529924,0.875519,0.770785,0.687733,0.705624,0.64415,0.665864,0.598692,0.562593,204.04,108.6129,95.3604,0.0516,0.05127,1,1
3,10,1783649054.415,1.200039,1.387391,0.843824,0.741188,0.654054,0.647183,0.612761,0.596025,0.557567,0.518239,206.973,112.1292,94.7907,0.0527,0.052323,0,1
3,11,1783649246.838,1.195682,1.399752,0.854066,0.721516,0.662754,0.662765,0.623847,0.6003,0.592311,0.537243,192.423,106.6138,85.6945,0.1139,0.113545,1,1
3,12,1783649440.606,1.190177,1.112968,0.857597,0.737511,0.687689,0.660662,0.745303,0.722165,0.668158,0.641645,193.768,102.3096,91.3922,0.0654,0.065073,1,1
3,13,1783649621.848,1.179264,0.509366,0.850622,0.737391,0.714403,0.690049,0.788979,0.75305,0.731564,0.711886,181.243,100.2266,80.9493,0.0484,0.048082,1,1
3,14,1783649803.494,1.172809,0.589264,0.880463,0.76387,0.716163,0.717707,0.670514,0.670726,0.653551,0.590828,181.646,102.4714,79.1311,0.0426,0.042254,0,1
3,15,1783649987.359,1.166958,1.766997,0.783614,0.707766,0.616374,0.599517,0.538969,0.564228,0.524637,0.454221,183.865,105.1468,78.6681,0.0495,0.049124,0,1
3,16,1783650165.144,1.149289,0.442617,0.884524,0.782707,0.713677,0.725919,0.655078,0.684082,0.64701,0.590628,177.784,99.656,78.0442,0.0628,0.062452,0,1
3,17,1783650343.15,1.157111,0.537379,0.851505,0.70941,0.701687,0.671926,0.801705,0.771517,0.737493,0.726356,178.006,99.3899,78.555,0.0603,0.059938,1,1
3,18,1783650522.62,1.158284,0.554448,0.813808,0.733048,0.688034,0.648423,0.843599,0.800439,0.763052,0.764848,179.47,100.6087,78.8149,0.0458,0.045395,1,1
3,19,1783650703.72,1.15018,0.603679,0.885142,0.774212,0.719787,0.725201,0.675703,0.685261,0.66283,0.606953,181.1,102.3514,78.6982,0.0499,0.049598,0,1
3,20,1783650892.106,1.127065,0.405949,0.891233,0.779228,0.739729,0.74776,0.679417,0.696128,0.677642,0.618725,188.386,96.5349,91.7768,0.0558,0.055372,1,1
3,21,1783651077.711,1.136631,0.507031,0.871899,0.752524,0.721634,0.70642,0.765653,0.746454,0.733994,0.698501,185.604,101.2068,84.3374,0.0594,0.059048,2,1
3,22,1783651261.157,1.138443,0.435063,0.888761,0.780547,0.729122,0.739637,0.681136,0.691426,0.673619,0.620519,183.446,100.1632,83.2199,0.0624,0.061955,0,1
3,23,1783651441.086,1.13275,0.431485,0.887702,0.77769,0.731562,0.739474,0.671142,0.694292,0.66864,0.605047,179.929,100.7974,79.0864,0.0444,0.044072,0,1
3,24,1783651617.444,1.124104,0.407154,0.890615,0.777766,0.734783,0.744162,0.686067,0.713815,0.691021,0.626607,176.358,98.0897,78.2194,0.0482,0.047855,1,1
3,25,1783651793.685,1.137533,0.671946,0.754922,0.700564,0.677873,0.61506,0.882626,0.844314,0.78233,0.796151,176.241,97.7207,78.45,0.0695,0.069142,2,1
3,26,1783651974.575,1.131637,1.687892,0.708837,0.678913,0.540964,0.513133,0.490732,0.625253,0.479643,0.448695,180.89,102.2097,78.6245,0.0555,0.055176,0,1
3,27,1783652155.287,1.126094,0.459585,0.881434,0.78553,0.72911,0.722697,0.752919,0.750421,0.729707,0.692378,180.712,101.6107,79.0347,0.0658,0.065407,2,1
3,28,1783652333.055,1.123076,0.406458,0.889556,0.787336,0.738852,0.745276,0.680445,0.716428,0.686692,0.624614,177.768,99.2392,78.456,0.0718,0.07141,0,1
3,29,1783652513.997,1.112785,0.459549,0.887437,0.794218,0.730187,0.73441,0.68043,0.692802,0.67279,0.613016,180.942,101.7236,79.1719,0.0459,0.045547,0,1
