worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
4,1,1780398877.558,2.882392,4.12939,0.003193,6.136,2.4995,3.5622,0.0743,0.023747,0,3
4,2,1780398883.409,2.432748,3.781445,0.044403,5.851,2.3791,3.3944,0.0768,0.024685,3,3
4,3,1780398889.222,1.811407,3.307639,0.092588,5.813,2.246,3.4967,0.07,0.022465,3,3
4,4,1780398894.986,1.60694,1.356068,0.725674,5.764,2.132,3.5649,0.0668,0.02091,1,3
4,5,1780398900.759,1.522927,1.053267,0.754801,5.772,2.1324,3.5631,0.0762,0.024386,4,3
4,6,1780398906.536,1.445061,0.822848,0.79665,5.778,2.1011,3.6007,0.0755,0.023645,3,3
4,7,1780398912.325,1.385978,0.730788,0.822585,5.788,2.1408,3.5752,0.072,0.023122,1,3
4,8,1780398918.071,1.36894,0.637527,0.823665,5.746,2.1301,3.5484,0.0669,0.021484,5,3
4,9,1780398923.862,1.338266,0.587072,0.838548,5.791,2.1746,3.5455,0.0705,0.022702,2,3
4,10,1780398929.679,1.313913,0.576166,0.839187,5.817,2.2935,3.4525,0.0709,0.022794,4,3
4,11,1780398935.563,1.294643,0.568752,0.847046,5.884,2.341,3.4705,0.0719,0.023159,4,3
4,12,1780398941.422,1.28282,0.536449,0.84513,5.859,2.329,3.465,0.0649,0.020823,3,3
4,13,1780398947.248,1.2746,0.521826,0.848863,5.825,2.1911,3.5659,0.0678,0.021735,3,3
4,14,1780398953.004,1.261609,0.52267,0.853038,5.756,2.1157,3.5763,0.0638,0.020445,4,3
4,15,1780398958.732,1.24701,0.510913,0.85235,5.729,2.1789,3.4739,0.0754,0.024001,5,3
4,16,1780398964.519,1.242087,0.488383,0.85682,5.787,2.2625,3.4421,0.082,0.026251,3,3
4,17,1780398970.295,1.237424,0.492421,0.859325,5.776,2.2545,3.453,0.0677,0.021713,4,3
4,18,1780398976.129,1.236454,0.467519,0.863991,5.834,2.1864,3.5759,0.0714,0.022614,3,3
4,19,1780398981.838,1.223193,0.483387,0.863893,5.709,2.0852,3.5437,0.0794,0.025652,4,3
4,20,1780398987.647,1.225665,0.486576,0.859964,5.808,2.1213,3.6161,0.0708,0.022799,4,3
4,21,1780398993.506,1.208514,0.469648,0.867135,5.86,2.0736,3.7136,0.0721,0.023194,2,3
4,22,1780398999.364,1.207996,0.474245,0.866496,5.858,1.9232,3.8537,0.0806,0.025979,3,3
4,23,1780399005.119,1.202322,0.452566,0.868117,5.755,1.7876,3.8837,0.083,0.026775,5,3
4,24,1780399010.793,1.199472,0.447506,0.871801,5.674,1.9489,3.6505,0.074,0.023858,4,3
4,25,1780399016.541,1.191788,0.460152,0.869689,5.748,2.1378,3.547,0.063,0.020218,3,3
4,26,1780399022.331,1.195824,0.455288,0.871949,5.79,2.2191,3.5003,0.0702,0.02244,3,3
4,27,1780399028.159,1.191238,0.476113,0.866546,5.828,2.2094,3.5501,0.0683,0.021947,2,3
4,28,1780399033.91,1.177679,0.439837,0.872636,5.751,2.1484,3.5256,0.0765,0.024432,4,3
4,29,1780399039.669,1.175193,0.429112,0.87298,5.758,2.1911,3.4904,0.0768,0.024258,2,3
