worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
4,1,1780398608.811,3.773317,4.125024,0.052164,2.762,1.9597,0.7314,0.0707,0.022735,0,3
4,2,1780398611.311,3.086411,3.789053,0.044403,2.5,1.8703,0.5604,0.0695,0.022214,2,3
4,3,1780398613.878,2.558934,2.894222,0.342256,2.567,1.8546,0.6341,0.0779,0.025061,4,3
4,4,1780398616.405,2.48178,2.564202,0.433911,2.526,1.8709,0.5868,0.0685,0.02199,3,3
4,5,1780398618.963,2.304809,2.021986,0.514367,2.558,1.8498,0.6366,0.0715,0.022373,5,3
4,6,1780398621.492,2.104407,1.764854,0.611278,2.529,1.7966,0.6574,0.0744,0.023905,3,3
4,7,1780398624.056,1.990734,1.578937,0.629648,2.564,1.8042,0.6875,0.0716,0.023058,5,3
4,8,1780398626.608,1.880901,1.418821,0.665406,2.552,1.8187,0.6443,0.0892,0.028968,4,3
4,9,1780398629.114,1.80418,1.326129,0.688688,2.505,1.8159,0.6141,0.0747,0.023975,5,3
4,10,1780398631.673,1.782537,1.19533,0.711725,2.559,1.8476,0.6232,0.0873,0.020688,4,3
4,11,1780398634.235,1.679532,1.130645,0.724151,2.562,1.8498,0.622,0.0903,0.021472,5,3
4,12,1780398636.755,1.657453,1.055497,0.742866,2.52,1.8669,0.5639,0.0887,0.021053,4,3
4,13,1780398639.258,1.600307,1.014919,0.767179,2.502,1.8191,0.5963,0.0864,0.020251,2,3
4,14,1780398641.886,1.55847,0.940528,0.774449,2.628,1.8575,0.6506,0.12,0.028652,2,3
4,15,1780398644.484,1.542543,0.89551,0.782013,2.598,1.8615,0.6453,0.0904,0.02132,5,3
4,16,1780398647.032,1.502015,0.874656,0.781571,2.548,1.903,0.5703,0.0742,0.023982,5,3
4,17,1780398649.541,1.472727,0.82212,0.7939,2.51,1.8626,0.5598,0.0869,0.020664,4,3
4,18,1780398652.091,1.496188,0.799271,0.797927,2.549,1.8683,0.6074,0.0735,0.023764,4,3
4,19,1780398654.596,1.506354,0.792325,0.805295,2.505,1.8391,0.5959,0.0695,0.022393,4,3
4,20,1780398657.151,1.438173,0.751717,0.811926,2.555,1.901,0.5696,0.084,0.019899,4,3
4,21,1780398659.655,1.44777,0.741752,0.809863,2.504,1.8269,0.5828,0.0938,0.022349,5,3
4,22,1780398662.283,1.439498,0.703575,0.820964,2.629,1.8565,0.6707,0.1011,0.024086,3,3
4,23,1780398664.845,1.403624,0.706676,0.823518,2.561,1.8243,0.6496,0.0867,0.020454,4,3
4,24,1780398667.357,1.367001,0.68851,0.819195,2.512,1.8381,0.6062,0.0675,0.02166,6,3
4,25,1780398669.859,1.398223,0.66866,0.824058,2.502,1.8113,0.6046,0.086,0.02034,4,3
4,26,1780398672.446,1.369225,0.639599,0.833292,2.586,1.8194,0.6618,0.1049,0.024741,3,3
4,27,1780398674.949,1.375463,0.652421,0.825728,2.503,1.8019,0.6284,0.0725,0.023411,5,3
4,28,1780398677.499,1.363943,0.640325,0.82951,2.55,1.873,0.5895,0.0876,0.020802,6,3
4,29,1780398680.022,1.360238,0.618155,0.831524,2.522,1.8211,0.6108,0.0899,0.021337,4,3
4,30,1780398682.597,1.371156,0.610571,0.834275,2.575,1.8368,0.6429,0.0949,0.022471,4,3
4,31,1780398685.124,1.339183,0.609833,0.832899,2.528,1.8173,0.6252,0.0848,0.020117,4,2
4,32,1780398687.632,1.343317,0.590457,0.843214,2.508,1.8675,0.5574,0.0826,0.019078,5,2
4,33,1780398690.162,1.304359,0.587856,0.841741,2.53,1.8666,0.5748,0.0883,0.020608,3,2
4,34,1780398692.729,1.314142,0.603796,0.843853,2.566,1.89,0.5929,0.0829,0.019635,4,2
4,35,1780398695.257,1.320885,0.574702,0.841397,2.528,1.844,0.6018,0.082,0.019436,4,2
4,36,1780398697.79,1.31296,0.57502,0.8412,2.533,1.9029,0.5511,0.0785,0.018526,5,2
4,37,1780398700.31,1.306384,0.583061,0.838646,2.521,1.8276,0.6156,0.077,0.017863,5,2
4,38,1780398702.855,1.315304,0.567186,0.844393,2.545,1.8236,0.6429,0.0778,0.018404,4,2
4,39,1780398705.402,1.282286,0.582471,0.837615,2.546,1.8103,0.6506,0.0851,0.020195,5,2
4,40,1780398707.893,1.277337,0.551402,0.844295,2.491,1.8728,0.537,0.0808,0.018847,6,2
4,41,1780398710.377,1.306177,0.55846,0.84454,2.485,1.8329,0.5714,0.08,0.018908,4,2
4,42,1780398712.915,1.292333,0.540894,0.849894,2.538,1.864,0.5893,0.0842,0.01993,3,2
4,43,1780398715.446,1.309334,0.571728,0.83791,2.531,1.8144,0.6317,0.0849,0.020092,5,2
4,44,1780398717.968,1.29767,0.547131,0.843165,2.521,1.8463,0.5894,0.0853,0.020125,5,2
