worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,global_test_accuracy,global_test_macro_precision,global_test_macro_recall,global_test_macro_f1,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
2,1,1783604184.624,2.611117,4.128193,0.004813,7.8e-05,0.016129,0.000154,0.011996,0.000193,0.016129,0.000382,169.024,158.2177,10.2501,0.5247,0.524438,0,1
2,2,1783604305.86,1.842932,1.318178,0.690042,0.384496,0.220347,0.222544,0.319798,0.358115,0.197693,0.140381,121.234,111.1916,9.9514,0.063,0.062591,0,1
2,3,1783604426.245,1.645218,0.96002,0.766883,0.599825,0.40373,0.419841,0.432595,0.455074,0.323885,0.285844,120.385,110.3118,9.9336,0.1041,0.103772,0,1
2,4,1783604545.355,1.824767,3.570542,0.080385,0.001297,0.016129,0.0024,0.034136,0.000551,0.016129,0.001065,119.108,111.2187,7.8066,0.0823,0.081945,1,1
2,5,1783604665.747,1.677652,3.202754,0.105029,0.120366,0.029146,0.023863,0.046251,0.187351,0.023822,0.01454,120.391,110.9381,9.3808,0.0719,0.071503,1,1
2,6,1783604783.055,1.493757,0.864377,0.790153,0.561376,0.478243,0.45475,0.6303,0.612243,0.441937,0.441978,117.308,107.2916,9.7935,0.204,0.203632,2,1
2,7,1783604902.158,1.451101,0.755454,0.819345,0.649432,0.545264,0.562526,0.558047,0.558121,0.469878,0.441955,119.103,111.019,7.8578,0.208,0.207647,1,1
2,8,1783605017.352,1.473933,0.793575,0.780158,0.580346,0.530515,0.497916,0.702161,0.626217,0.506685,0.512459,115.193,107.5188,7.6201,0.054,0.053603,1,1
2,9,1783605135.128,1.450743,1.184229,0.72008,0.60925,0.433522,0.442945,0.455606,0.571257,0.359938,0.34729,117.776,109.9047,7.8152,0.0559,0.055544,0,1
2,10,1783605250.751,1.400249,0.633139,0.836639,0.738768,0.593985,0.607383,0.562656,0.613275,0.517263,0.460254,115.621,107.6952,7.8246,0.0741,0.073749,0,1
2,11,1783605369.426,1.338914,0.732359,0.847268,0.70924,0.634228,0.631882,0.604235,0.599437,0.552151,0.500704,118.674,110.6929,7.9303,0.0504,0.050012,0,1
2,12,1783605487.875,1.342146,0.642292,0.850019,0.726649,0.628331,0.639062,0.609472,0.631581,0.552091,0.51644,118.449,108.6262,9.6048,0.2178,0.217461,1,1
2,13,1783605601.016,1.35951,0.598408,0.817441,0.684556,0.638214,0.61531,0.76541,0.724842,0.620535,0.624527,113.141,103.6077,9.4642,0.0486,0.048225,2,1
2,14,1783605720.456,1.339167,0.572031,0.826643,0.74528,0.63486,0.619023,0.751176,0.699911,0.611698,0.612692,119.44,109.5683,9.718,0.1258,0.125435,2,1
2,15,1783605838.06,1.306255,0.604036,0.86012,0.743715,0.658859,0.658606,0.640318,0.638358,0.593668,0.551648,117.603,109.6866,7.815,0.1006,0.100232,1,1
2,16,1783605955.757,1.339616,0.689408,0.853826,0.751236,0.633286,0.640655,0.619207,0.640482,0.560757,0.527257,117.697,109.7788,7.8604,0.0573,0.056904,0,1
2,17,1783606072.508,1.31706,1.050425,0.802739,0.723321,0.551404,0.57564,0.533716,0.634743,0.45466,0.446377,116.75,108.9192,7.7782,0.0518,0.051457,0,1
2,18,1783606191.71,1.288848,0.780697,0.83997,0.745886,0.613695,0.623444,0.639007,0.643918,0.554535,0.548022,119.202,111.3903,7.7665,0.045,0.044623,1,1
2,19,1783606308.036,1.275244,0.544609,0.835422,0.712303,0.670959,0.651436,0.776755,0.732509,0.6577,0.657816,116.326,106.6718,9.5278,0.0994,0.099045,2,1
2,20,1783606426.447,1.292262,0.686408,0.856999,0.705387,0.668608,0.653017,0.632805,0.634077,0.601389,0.534327,118.411,108.4165,9.9221,0.0717,0.071281,0,1
2,21,1783606576.376,1.251272,0.521938,0.839759,0.699091,0.667605,0.635493,0.784927,0.743701,0.673971,0.665676,149.928,131.8779,17.9438,0.0737,0.073077,2,1
2,22,1783606799.574,1.278205,0.610345,0.84235,0.721823,0.639585,0.609446,0.766273,0.738407,0.647951,0.654735,223.198,208.5477,14.5957,0.0531,0.052765,2,1
2,23,1783606958.33,1.273742,0.582235,0.868528,0.763567,0.668231,0.686892,0.628558,0.646311,0.590171,0.55863,158.755,147.9086,10.639,0.2068,0.206363,0,1
2,24,1783607094.263,1.226904,0.562976,0.847057,0.742115,0.666755,0.639901,0.79058,0.75864,0.671916,0.680552,135.933,126.2302,9.6539,0.0487,0.048234,2,1
2,25,1783607224.705,1.256169,0.497789,0.866942,0.752901,0.683125,0.69074,0.667884,0.647645,0.618949,0.574047,130.442,120.0092,10.3509,0.0538,0.053353,0,1
2,26,1783607431.343,1.223136,0.509738,0.840076,0.732449,0.678145,0.653603,0.799813,0.761956,0.68548,0.688524,206.637,191.5957,14.8642,0.1761,0.175484,2,1
2,27,1783607653.628,1.255981,0.86577,0.86287,0.746505,0.663352,0.676661,0.632381,0.67309,0.599533,0.550412,222.282,206.6937,15.5205,0.0672,0.066849,0,1
2,28,1783607863.704,1.227477,0.481515,0.849172,0.72456,0.674946,0.651937,0.797905,0.752516,0.67923,0.680228,210.076,193.7143,16.261,0.065,0.064504,3,1
2,29,1783608053.885,1.238986,0.502379,0.844466,0.720736,0.69909,0.673678,0.802059,0.741821,0.700336,0.688576,190.181,177.1416,12.9599,0.0784,0.078021,2,1
2,30,1783608237.313,1.241834,0.631863,0.774076,0.687829,0.677626,0.627615,0.841769,0.779642,0.703822,0.713388,183.427,172.3547,10.9024,0.1694,0.168965,3,1
2,31,1783608387.634,1.21287,0.421095,0.879211,0.780939,0.695317,0.701357,0.678247,0.713053,0.64618,0.597041,150.321,141.491,8.7609,0.048,0.047638,1,1
2,32,1783608522.6,1.218357,1.438449,0.769369,0.739403,0.509633,0.551202,0.508185,0.651223,0.437432,0.435248,134.965,125.8466,8.7106,0.4072,0.406803,0,1
2,33,1783608655.322,1.216701,0.509854,0.880956,0.773981,0.702893,0.715754,0.680971,0.699013,0.656095,0.616058,132.722,124.2688,8.4013,0.0515,0.051064,1,1
2,34,1783608783.055,1.20657,0.484214,0.850759,0.726974,0.692921,0.674309,0.807138,0.761331,0.712153,0.709602,127.732,118.3495,9.2577,0.1247,0.044931,2,1
2,35,1783608913.767,1.198116,0.510431,0.884447,0.775479,0.712881,0.721476,0.690824,0.690246,0.663393,0.618469,130.712,122.1716,8.482,0.0575,0.057141,1,1
2,36,1783609042.837,1.191367,0.70869,0.873447,0.765569,0.684865,0.697004,0.661909,0.686595,0.624704,0.586723,129.069,118.8398,10.1795,0.0487,0.048326,1,1
2,37,1783609170.078,1.190587,0.42341,0.887091,0.781596,0.719492,0.729978,0.67926,0.690161,0.658211,0.606794,127.241,117.3957,9.7825,0.0624,0.062001,1,1
2,38,1783609301.861,1.17841,0.420251,0.881697,0.797023,0.720792,0.726952,0.698314,0.708204,0.664248,0.622581,131.783,120.9016,10.8079,0.0535,0.053112,1,1
2,39,1783609427.121,1.208942,0.409689,0.886086,0.77709,0.717086,0.727544,0.670843,0.688562,0.658119,0.599994,125.259,116.7616,8.427,0.052,0.051619,1,1
2,40,1783609550.913,1.178693,0.406235,0.88598,0.787553,0.70952,0.720434,0.671008,0.698599,0.655266,0.602262,123.792,115.4837,8.2415,0.0477,0.047348,1,1
2,41,1783609681.006,1.188623,0.416659,0.88524,0.768773,0.715476,0.720279,0.692065,0.6984,0.664508,0.615315,130.093,117.3094,12.7152,0.0678,0.06711,1,1
2,42,1783609865.087,1.174843,0.415829,0.890264,0.787196,0.721766,0.734614,0.674267,0.679789,0.664095,0.609562,184.08,170.7766,13.2395,0.0635,0.062966,1,1
2,43,1783610026.342,1.208257,0.41777,0.885822,0.787767,0.718762,0.728376,0.679778,0.684654,0.664609,0.611057,161.255,152.2845,8.9085,0.0612,0.060785,1,1
2,44,1783610169.986,1.158317,0.387125,0.890317,0.776352,0.727604,0.735496,0.692991,0.693545,0.675366,0.627334,143.643,133.5134,10.0499,0.0614,0.061015,2,1
2,45,1783610311.313,1.160582,0.397285,0.888783,0.795413,0.72492,0.733048,0.678749,0.691409,0.669068,0.612475,141.327,131.4877,9.7871,0.0512,0.050761,1,1
2,46,1783610444.841,1.203896,0.390827,0.888677,0.785505,0.72098,0.735056,0.666015,0.678703,0.66131,0.594819,133.528,121.5974,11.8729,0.0571,0.056694,1,1
2,47,1783610601.116,1.172716,0.39481,0.890687,0.79199,0.731545,0.742151,0.696493,0.680361,0.668176,0.623064,156.274,146.8132,9.4028,0.0579,0.057477,1,1
2,48,1783610731.195,1.160888,0.702684,0.883706,0.784071,0.715977,0.723318,0.673364,0.689643,0.647186,0.603152,130.079,121.5724,8.4529,0.053,0.052557,1,1
2,49,1783610865.099,1.17379,0.409792,0.890846,0.792956,0.728259,0.733278,0.69453,0.704058,0.66823,0.623496,133.903,122.6254,11.2124,0.0643,0.063884,2,1
2,50,1783611011.67,1.165878,0.589375,0.886139,0.803171,0.708263,0.712287,0.674612,0.692763,0.648175,0.5962,146.571,132.9677,13.5515,0.051,0.050555,1,1
2,51,1783611168.558,1.168536,0.398727,0.888572,0.798196,0.720255,0.729697,0.681419,0.68116,0.661729,0.610397,156.888,146.7787,10.0519,0.0573,0.056912,1,1
2,52,1783611330.907,1.156336,0.399372,0.888783,0.787435,0.727458,0.736111,0.681654,0.683323,0.663412,0.608234,162.349,151.5939,10.6956,0.0585,0.058048,1,1
2,53,1783611486.415,1.178483,1.027531,0.865778,0.774706,0.672232,0.688095,0.613617,0.650559,0.592299,0.524539,155.507,141.3958,14.0518,0.059,0.058523,1,1
2,54,1783611636.615,1.162531,0.386725,0.89148,0.788753,0.730008,0.739963,0.685745,0.707664,0.673861,0.618062,150.2,139.7951,10.3281,0.0581,0.057751,2,1
