worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
4,1,1780397457.132,2.059241,4.132185,0.002996,6.114,2.4908,3.5479,0.0748,0.024073,0,3
4,2,1780397462.95,1.757129,4.033733,0.020924,5.818,2.2795,3.4595,0.0792,0.02545,3,3
4,3,1780397468.745,1.528869,4.049401,0.058893,5.794,2.1529,3.5696,0.0715,0.02271,3,3
4,4,1780397474.437,1.429592,2.975711,0.105899,5.692,2.1219,3.4975,0.072,0.023191,4,3
4,5,1780397480.231,1.356839,0.622783,0.818213,5.794,2.1412,3.5764,0.0764,0.02464,2,3
4,6,1780397485.997,1.338331,0.555191,0.836976,5.766,2.1276,3.5672,0.0706,0.022744,4,3
4,7,1780397491.772,1.313941,1.199402,0.811729,5.774,2.0599,3.6276,0.0866,0.028062,3,3
4,8,1780397497.446,1.278567,0.485106,0.853971,5.674,2.0845,3.5183,0.0713,0.022988,4,3
4,9,1780397503.183,1.262629,0.562918,0.846653,5.736,2.2216,3.4401,0.0744,0.023829,3,3
4,10,1780397509.013,1.262025,0.480008,0.851859,5.83,2.3391,3.4126,0.0778,0.024933,2,3
4,11,1780397514.843,1.23468,0.478827,0.856967,5.83,2.3534,3.3994,0.0767,0.024657,2,3
4,12,1780397520.597,1.223057,0.527746,0.864286,5.753,2.2074,3.4755,0.0698,0.022442,3,3
4,13,1780397526.283,1.22204,0.606383,0.868658,5.686,2.1258,3.4904,0.0699,0.022543,2,3
4,14,1780397531.995,1.212434,0.460403,0.8607,5.711,2.173,3.468,0.0697,0.02187,2,3
4,15,1780397537.746,1.210513,0.466747,0.867626,5.752,2.2702,3.4149,0.0661,0.021213,3,3
4,16,1780397543.516,1.20068,0.44325,0.87244,5.77,2.2923,3.397,0.0804,0.025754,2,3
4,17,1780397549.299,1.19115,0.424901,0.872489,5.782,2.2438,3.4681,0.0701,0.022583,3,3
4,18,1780397555.072,1.189028,0.597288,0.87519,5.774,2.1799,3.5129,0.0805,0.026037,3,3
4,19,1780397560.821,1.193081,0.427186,0.871408,5.749,2.2022,3.4662,0.0799,0.025249,5,3
4,20,1780397566.631,1.183065,0.413686,0.878874,5.81,2.1912,3.5527,0.0655,0.02104,1,3
4,21,1780397572.445,1.166685,0.436211,0.878039,5.813,2.091,3.6496,0.0724,0.023369,3,3
4,22,1780397578.243,1.178218,0.424015,0.877597,5.798,1.9111,3.8095,0.0775,0.025067,2,3
4,23,1780397583.975,1.165028,0.416344,0.88133,5.732,1.843,3.8099,0.0789,0.025507,3,3
4,24,1780397589.642,1.161038,0.435288,0.875583,5.667,1.9015,3.6925,0.0727,0.023264,5,3
4,25,1780397595.398,1.173048,0.460469,0.881772,5.756,2.0408,3.6415,0.0734,0.023583,1,3
4,26,1780397601.194,1.151748,0.426493,0.880495,5.795,2.0928,3.6168,0.0851,0.027588,4,3
4,27,1780397606.971,1.158743,0.432914,0.879071,5.777,2.0291,3.6726,0.075,0.024143,4,3
4,28,1780397611.73,1.158845,0.396372,0.883491,4.759,1.9033,2.7817,0.0735,0.023131,4,3
