worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
1,1,1780400571.536,3.038988,4.126971,0.005604,1.938,1.1862,0.6621,0.0896,0.028947,0,3
1,2,1780400573.697,1.737989,3.331582,0.104764,2.16,1.4578,0.6155,0.0867,0.02786,3,3
1,3,1780400575.938,1.585866,0.74405,0.784411,2.241,1.5497,0.6041,0.0866,0.028016,2,3
1,4,1780400578.243,1.66816,3.097324,0.074512,2.305,1.6001,0.6213,0.0835,0.026953,3,3
1,5,1780400580.512,1.566233,0.909851,0.797221,2.269,1.5984,0.5842,0.086,0.027689,4,3
1,6,1780400582.805,1.483992,0.595442,0.823926,2.293,1.5861,0.6168,0.0893,0.028938,3,3
1,7,1780400585.093,1.46444,0.607011,0.82913,2.288,1.5274,0.6677,0.0925,0.029468,3,3
1,8,1780400587.335,1.42674,0.897867,0.833076,2.242,1.5183,0.6373,0.0858,0.027645,4,3
1,9,1780400589.622,1.408491,0.529809,0.839252,2.287,1.54,0.6596,0.0873,0.028245,4,3
1,10,1780400591.902,1.378888,0.519165,0.846114,2.28,1.4878,0.6851,0.1066,0.034702,3,3
1,11,1780400594.189,1.37345,0.524855,0.833419,2.286,1.5944,0.5956,0.0959,0.030976,4,3
1,12,1780400596.479,1.342352,0.481396,0.84966,2.29,1.6055,0.5983,0.0863,0.028005,5,3
1,13,1780400598.845,1.368568,0.500542,0.855378,2.366,1.6584,0.6062,0.1007,0.03217,3,3
1,14,1780400601.134,1.336825,0.46811,0.858695,2.289,1.647,0.5518,0.0898,0.029037,3,3
1,15,1780400603.446,1.305099,1.13054,0.851147,2.312,1.6462,0.5694,0.0957,0.031095,3,3
1,16,1780400605.851,1.273033,1.271736,0.848688,2.405,1.6358,0.651,0.1183,0.027589,4,3
1,17,1780400608.201,1.280284,0.454071,0.859724,2.35,1.6257,0.616,0.1078,0.025703,5,3
1,18,1780400610.533,1.293064,0.440061,0.866815,2.332,1.5784,0.65,0.1033,0.024673,4,3
1,19,1780400612.921,1.307729,0.457094,0.85921,2.388,1.5553,0.7172,0.1152,0.027732,3,3
1,20,1780400615.192,1.269815,0.430899,0.86733,2.27,1.5996,0.5669,0.1032,0.024738,5,3
1,21,1780400617.445,1.297207,0.75946,0.862584,2.254,1.6108,0.5637,0.079,0.025576,4,3
1,22,1780400619.754,1.249182,0.428475,0.868302,2.308,1.6081,0.6138,0.086,0.027864,4,3
1,23,1780400622.1,1.261067,0.48298,0.866815,2.346,1.6344,0.6104,0.1008,0.023902,4,3
1,24,1780400624.403,1.250724,0.428647,0.868131,2.302,1.5952,0.6176,0.0892,0.028803,4,3
1,25,1780400626.225,1.246298,0.719218,0.873506,1.823,1.2354,0.5143,0.0727,0.02343,3,3
1,26,1780400628.012,1.246517,0.462078,0.868359,1.787,1.1942,0.5126,0.0797,0.025773,2,3
1,27,1780400629.8,1.266475,0.408394,0.874021,1.787,1.1487,0.5522,0.0863,0.027953,3,3
1,28,1780400631.574,1.266789,0.699706,0.872362,1.774,1.1604,0.5337,0.08,0.025833,3,3
1,29,1780400633.331,1.256903,0.416765,0.871848,1.756,1.2056,0.4679,0.0825,0.026711,3,3
1,30,1780400635.116,1.215518,1.795392,0.848974,1.785,1.2547,0.45,0.0798,0.025745,3,3
1,31,1780400636.915,1.240118,0.425119,0.878596,1.799,1.2667,0.4492,0.083,0.026796,3,3
1,32,1780400638.724,1.231113,0.406076,0.876079,1.808,1.2747,0.4496,0.0835,0.027021,3,3
1,33,1780400640.541,1.21937,0.40712,0.878939,1.817,1.275,0.4597,0.0823,0.026598,3,3
1,34,1780400642.385,1.206786,0.398685,0.875793,1.843,1.279,0.4755,0.0885,0.028151,3,3
1,35,1780400644.216,1.220238,0.402902,0.875508,1.831,1.2532,0.4933,0.0839,0.027112,3,3
1,36,1780400646.095,1.249408,0.557505,0.879339,1.879,1.2355,0.5376,0.1052,0.034324,3,3
