round,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,mean_val_loss,workers_reporting,mean_global_test_accuracy,std_global_test_accuracy,mean_phase_a_s,mean_phase_b_s,mean_phase_c_s
1,0.008564,0.00641,0.004654,0.015961,4.126841,3,0.007681,0.00883,6.141,3.8392,0.0323
2,0.590899,0.44215,0.080385,0.851421,1.734181,3,0.500713,0.412044,7.8946,3.9067,0.0225
3,0.586605,0.49955,0.009875,0.884269,1.720895,3,0.504678,0.412487,8.11,3.8124,0.0216
4,0.576117,0.45975,0.045551,0.857056,1.851433,3,0.501551,0.394628,8.1387,3.7692,0.0191
5,0.851088,0.016744,0.840033,0.870352,0.751612,3,0.770149,0.040595,8.1742,3.7481,0.0197
6,0.881953,0.016875,0.863676,0.896942,0.505278,3,0.774295,0.108408,8.1626,3.713,0.0206
7,0.881834,0.016176,0.864394,0.896345,0.485261,3,0.789279,0.091946,8.1468,3.768,0.021
8,0.87875,0.021336,0.86562,0.903369,0.654269,3,0.78017,0.098727,8.1065,3.8659,0.0206
9,0.857598,0.019947,0.840153,0.879345,0.751631,3,0.775707,0.064791,7.9583,4.0215,0.0203
10,0.830831,0.044594,0.804944,0.882324,1.13403,3,0.757022,0.0457,7.851,4.0669,0.0201
11,0.852835,0.054382,0.790047,0.885027,0.484103,3,0.799996,0.086638,7.8547,4.0174,0.021
12,0.890896,0.008967,0.881165,0.898825,0.487558,3,0.738784,0.107029,7.8991,4.0211,0.0211
13,0.887883,0.00878,0.877745,0.892997,0.527568,3,0.787369,0.092864,7.9515,3.8564,0.0192
14,0.884411,0.010017,0.878411,0.895975,0.639793,3,0.785529,0.082671,8.1216,3.762,0.0198
15,0.89663,0.018161,0.878021,0.914308,0.412788,3,0.800925,0.094653,8.1895,3.6631,0.0201
16,0.887766,0.009449,0.878517,0.897403,0.408809,3,0.796547,0.08251,8.3157,3.5758,0.02
17,0.87002,0.028352,0.838519,0.89349,0.60293,3,0.798259,0.115397,8.3396,3.5514,0.0204
18,0.895704,0.018242,0.876365,0.912604,0.518759,3,0.777924,0.102985,8.3584,3.5879,0.0213
19,0.886162,0.012355,0.876558,0.9001,0.404818,3,0.793982,0.075464,8.2882,3.6736,0.0204
20,0.841525,0.028236,0.811836,0.86804,0.661897,3,0.794433,0.085454,8.1792,3.7976,0.0184
21,0.878884,0.03724,0.836423,0.905999,0.444518,3,0.817271,0.115493,8.0911,3.8477,0.0188
22,0.881507,0.020195,0.859402,0.89899,0.404829,3,0.785982,0.069322,8.1231,3.8279,0.0195
23,0.895116,0.004248,0.890765,0.899254,0.412513,3,0.759642,0.09011,8.1317,3.796,0.0185
24,0.866517,0.027386,0.846739,0.897774,0.439753,3,0.79952,0.091108,8.0828,3.7792,0.0193
25,0.844912,0.007735,0.839442,0.850381,0.485272,2,0.863945,0.030372,7.8551,3.7176,0.0188
26,0.896191,0.002837,0.894185,0.898197,0.393892,2,0.711744,0.004713,7.8297,3.0654,1.9948
27,0.880245,0.027333,0.860918,0.899572,0.432134,2,0.783914,0.132804,4.0091,2.2892,1.9939
28,0.897339,0.005551,0.893413,0.901264,0.387626,2,0.70467,0.002004,5.6402,2.6212,0.0184
29,0.897493,0.006005,0.893247,0.90174,0.401033,2,0.703131,0.003558,5.628,2.5751,0.0182
30,0.897767,0.003973,0.894958,0.900576,0.38418,2,0.707987,0.002343,5.6562,2.5669,0.0171
31,0.897601,0.006079,0.893302,0.901899,0.395759,2,0.703578,0.002526,5.7093,2.5663,0.0185
32,0.895454,0.0,0.895454,0.895454,0.394585,1,0.716623,0.0,5.5831,2.5633,0.0174
33,0.893578,0.0,0.893578,0.893578,0.430308,1,0.701596,0.0,3.2712,2.0202,3.9333
34,0.895785,0.0,0.895785,0.895785,0.392087,1,0.752432,0.0,3.0397,2.0581,0.0001
35,0.89093,0.0,0.89093,0.89093,0.447235,1,0.747211,0.0,3.0697,2.0017,0.0001
36,0.895454,0.0,0.895454,0.895454,0.386262,1,0.730779,0.0,3.0651,2.0041,0.0001
37,0.894682,0.0,0.894682,0.894682,0.385142,1,0.728046,0.0,3.0498,2.0342,0.0001
38,0.894737,0.0,0.894737,0.894737,0.395164,1,0.758242,0.0,3.0762,1.9956,0.0001
39,0.885193,0.0,0.885193,0.885193,0.522521,1,0.732702,0.0,3.0452,2.0168,0.0001
40,0.895675,0.0,0.895675,0.895675,0.401909,1,0.738551,0.0,3.0241,2.0335,0.0001
41,0.897219,0.0,0.897219,0.897219,0.379998,1,0.751937,0.0,3.0071,2.0014,0.0001
42,0.872559,0.0,0.872559,0.872559,0.699042,1,0.711308,0.0,3.0325,2.0199,0.0001
43,0.896226,0.0,0.896226,0.896226,0.414578,1,0.735638,0.0,2.9737,1.9995,0.0001
44,0.89584,0.0,0.89584,0.89584,0.399629,1,0.736337,0.0,3.0068,1.9857,0.0001
45,0.893192,0.0,0.893192,0.893192,0.426567,1,0.742123,0.0,3.0812,2.0343,0.0001
46,0.894571,0.0,0.894571,0.894571,0.420393,1,0.749236,0.0,3.0579,1.9875,0.0001
47,0.895509,0.0,0.895509,0.895509,0.372651,1,0.752958,0.0,3.0112,1.9865,0.0001
48,0.896447,0.0,0.896447,0.896447,0.377828,1,0.755831,0.0,2.9996,2.0007,0.0001
49,0.894571,0.0,0.894571,0.894571,0.375385,1,0.758988,0.0,3.0151,2.0179,0.0001
50,0.895951,0.0,0.895951,0.895951,0.438461,1,0.734264,0.0,2.987,2.0263,0.0001
51,0.898102,0.0,0.898102,0.898102,0.374043,1,0.755706,0.0,2.9954,2.0107,0.0001
52,0.894792,0.0,0.894792,0.894792,0.380208,1,0.737743,0.0,2.9904,2.0067,0.0001
53,0.895454,0.0,0.895454,0.895454,0.375629,1,0.764719,0.0,3.0569,2.0092,0.0001
54,0.893964,0.0,0.893964,0.893964,0.438411,1,0.718727,0.0,3.0164,2.009,0.0001
55,0.899371,0.0,0.899371,0.899371,0.366082,1,0.767035,0.0,3.031,1.9998,0.0001
56,0.899812,0.0,0.899812,0.899812,0.395508,1,0.755054,0.0,3.0454,1.997,0.0001
57,0.897992,0.0,0.897992,0.897992,0.381239,1,0.760047,0.0,3.0159,1.9997,0.0001
58,0.898268,0.0,0.898268,0.898268,0.382931,1,0.746599,0.0,3.0634,2.0109,0.0001
59,0.897606,0.0,0.897606,0.897606,0.377783,1,0.772146,0.0,2.9973,1.9782,0.0001
60,0.899206,0.0,0.899206,0.899206,0.379503,1,0.751333,0.0,3.0363,2.0193,0.0001
61,0.898654,0.0,0.898654,0.898654,0.400704,1,0.761453,0.0,3.05,1.9853,0.0001
62,0.900419,0.0,0.900419,0.900419,0.369203,1,0.764994,0.0,3.0164,2.0172,0.0001
63,0.901026,0.0,0.901026,0.901026,0.390186,1,0.769736,0.0,2.9894,2.0297,0.0001
64,0.888503,0.0,0.888503,0.888503,0.560776,1,0.712894,0.0,3.0382,1.9828,0.0001
