worker_id,round,timestamp,train_loss_avg,val_loss,val_accuracy,global_test_accuracy,round_duration_s,phase_a_s,phase_b_s,phase_c_s,grpc_mean_latency_s,neighbors_aggregated,peers_contacted
2,1,1781978122.598,2.660587,4.123457,0.064731,0.024715,7.709,7.1603,0.5147,0.0255,0.025421,0,1
2,2,1781978130.081,2.11683,3.657332,0.080385,0.034136,7.482,7.094,0.3579,0.0226,0.022515,1,1
2,3,1781978137.608,1.688339,1.056776,0.741552,0.382308,7.526,7.1377,0.3575,0.0236,0.023498,0,1
2,4,1781978145.155,1.772464,3.720652,0.080385,0.034136,7.548,7.1626,0.3631,0.0215,0.021383,2,1
2,5,1781978152.7,1.525399,0.934956,0.781638,0.492938,7.544,7.1539,0.3587,0.023,0.022876,1,1
2,6,1781978160.227,1.493229,0.750291,0.811201,0.545752,7.527,7.1423,0.3557,0.0214,0.021323,1,1
2,7,1781978167.795,1.447946,0.687737,0.825057,0.537092,7.568,7.1758,0.3611,0.0236,0.023454,0,1
2,8,1781978175.332,1.433038,0.71161,0.820297,0.563323,7.536,7.1691,0.3461,0.0209,0.020819,1,1
2,9,1781978182.851,1.43251,1.115638,0.753081,0.699947,7.519,7.1441,0.3562,0.0185,0.018389,1,1
2,10,1781978190.406,1.379943,0.55068,0.855043,0.623454,7.555,7.1639,0.3616,0.0212,0.02112,1,1
2,11,1781978197.944,1.33923,1.089448,0.79798,0.556116,7.538,7.1568,0.3598,0.0209,0.020797,0,1
2,12,1781978205.436,1.340777,0.793277,0.819874,0.755046,7.492,7.0935,0.3781,0.0197,0.019568,2,1
2,13,1781978212.953,1.331933,0.728824,0.85372,0.614881,7.516,7.1419,0.3562,0.018,0.017902,0,1
2,14,1781978220.523,1.341219,0.597435,0.825004,0.767427,7.57,7.1926,0.36,0.0176,0.017523,2,1
2,15,1781978228.044,1.312485,0.811308,0.82474,0.770034,7.521,7.1319,0.3651,0.0232,0.023144,2,1
2,16,1781978235.56,1.305454,0.74657,0.853985,0.63125,7.516,7.1308,0.3629,0.0217,0.021615,0,1
2,17,1781978243.09,1.321959,0.632196,0.789888,0.804783,7.53,7.1504,0.3582,0.0212,0.021106,1,1
2,18,1781978250.627,1.261015,0.585305,0.863874,0.659962,7.537,7.1522,0.3613,0.0231,0.023014,1,1
2,19,1781978258.155,1.266533,0.782311,0.82109,0.802019,7.528,7.1468,0.3593,0.0218,0.021709,2,1
